rel_dist_x,rel_dist_y,rel_dist_z,tof,delta_v_x,delta_v_y,delta_v_z
-21922105.412204254,57889272.11074945,12245081.94775106,113.63836882880328,23.79354939226907,27.45834245384398,10.208621914217781
-25294987.647521336,13489145.220855743,6010402.712444149,72.93415195139315,22.306982505016443,20.488733759864548,8.914694459977998
-37006048.08823241,-11924795.542286605,8370037.935929917,145.308392021584,20.583093578903178,24.53526075090389,12.395501350436348
-57848455.24016647,-51563038.59624168,14399347.175453141,136.5770055850052,16.877589031774768,20.29543592373184,14.004321197727974
-29616239.130956266,40197647.55313948,12061731.264812246,59.69878546187563,21.374863533356546,23.415974737071583,8.99940896958695
-46061750.010226116,-13102982.339138642,12236447.708862096,64.06981473296523,17.413287550216005,14.885762116942082,10.23825099133641
-44288829.50553234,44838742.92925677,19204098.90810065,115.32907384045318,20.795775575353062,26.043467030549795,11.261788199779822
-12524853.85884941,56160320.576112896,7846714.971284471,57.94472285376973,25.125222265969917,26.460151451755607,7.858588560020404
-41049820.919267446,47248416.12091011,18256708.853126615,118.07472581449389,21.270214591857254,26.435846092131605,11.174609640704011
-27812737.34104157,72568089.889341,18071832.935249552,106.57160296710201,23.225445805638515,28.21669045268467,10.427713253993922
-26246765.526857283,68455282.70378193,16455531.774607882,103.56459622048716,23.358852127863653,27.841699328184824,10.243031070729876
-30361291.827634085,-20314747.69123894,4657634.10053084,139.18515401593703,21.13463318670871,23.82915726932072,12.169382862382658
-62688802.41978273,-31832359.152892992,17827403.502698094,101.79182729302532,16.239685287463704,17.853657786539213,12.695948878434114
-48272189.070566475,45936610.56390262,21087948.534141704,112.81296925533213,20.281569233104925,25.898269351415703,11.38541914633691
-72275379.07214352,-52032725.70133056,20558139.17896092,65.61377981216948,11.520433898395414,8.150446266603439,12.664345064771707
-37534421.60344632,50345249.28763506,17337095.87470694,76.16426405011026,20.85842673911482,25.05958525582444,10.078780991456567
-51617587.80447222,-22474415.37497714,13805589.490455583,52.973394610330274,14.733889985695708,10.707647385069084,10.437704186608741
-39910356.5680733,49157320.650674075,18123352.77553387,127.85411018857788,21.527643572293524,27.052249599901568,11.337730664509767
-40231404.93062259,70624180.3283945,22637687.007525846,74.63147916476184,20.6003513533932,27.589831940161755,10.564204942406095
-51054034.12078735,-2962761.8399819434,15445355.57378827,100.8633191288905,18.601520021987604,20.87122175154422,11.597508256416265
-42295685.515922874,52526258.41128528,19765438.530823812,140.32022448886488,21.40211722994108,27.74182839327948,11.680806860907252
-47302031.17999974,5395812.465067744,14753708.05640471,81.76695615896986,18.69168453923235,19.814148875079248,10.74176204711559
-15884100.766800147,59505280.2853117,10055593.466092318,95.33342777611071,24.66434487550276,27.046606032098254,9.388809971320198
-34158234.057336465,45313714.814694226,14954425.603351533,133.4796534200846,22.14585034891784,27.227911767656884,11.237684636024492
-39800371.69122806,40903733.43932441,16598469.013222203,86.43866126034153,20.723150234913433,24.32076472477055,10.362961307934519
-58621809.35248318,-25124787.308891103,16613868.345546097,75.94884922695464,15.742583310333464,14.865791292411863,11.605803209413766
-32793789.766846273,49746100.03188196,15202002.702511981,50.2461483955699,19.98840412205999,25.365253820813432,9.423491373018612
-46819196.213431045,-46687860.01971865,9936592.661851197,54.58875270242971,15.456842760974334,6.696856196443904,10.357720100856424
-26775746.898388024,15728441.396307737,6977927.390055627,116.54782824717614,22.452662594677633,24.52012046588919,10.654766680131706
-60913329.751452014,19325163.838205278,22393557.422020927,56.91586174415434,14.109164614114393,18.966522429960516,11.36657215628293
-39098460.94836861,59401748.45938429,19778956.51666437,52.881337360687255,18.913326219076637,26.98351046738522,10.294022346180341
-61639261.2184376,-50890390.55626547,16068469.365106583,123.8879719808327,16.28643362218048,18.864444505461996,13.775512767463237
-48207995.06800316,-50562086.5799142,10303000.50621599,138.6892210136797,18.030898353398836,21.00457716550446,13.721563269773364
-53439767.4345725,22868394.62896779,19670082.54869744,64.17448269920524,16.686063028550826,20.292511276748854,10.78356985865493
-52906990.308856085,-47395300.10241501,12524045.827585667,149.93060108180524,17.690505438502232,22.005283350525993,14.041761884784604
-73307657.56842938,-37127719.6900391,21988173.163730726,84.11589021885118,13.653512023225232,14.222826928043794,12.840983087519067
-45444097.291304916,-60003020.75386953,8593440.651442684,124.30179327304617,17.905604722877925,18.894124457371625,13.553262778284193
-41725540.269199386,-30446744.99787374,8845545.358326785,126.51899142150266,19.415420090237063,21.589014366293558,12.527872263344676
-64369010.33462775,-30712780.522148058,18637779.9341114,111.8105326322083,16.367553555166953,19.10458060375841,13.011493222412804
-46386106.46595268,31822571.75208333,17951037.820853263,124.83875748029692,20.41473932105911,25.586421796712056,11.624767116363715
-49389258.75775801,23525028.378716767,18015984.335121498,78.59144356885564,18.557551395307712,21.59909152600259,10.728847961644023
-34189324.14085944,80715553.83286011,22594415.2923045,96.72012065077573,22.3653870783043,28.651129629511903,10.650561308203963
-31786423.679289836,65443442.04303679,18036280.018008903,112.76274803843724,22.65896551132596,27.758613036328956,10.683936269288612
-31137875.72105341,69296336.4025496,18644356.73752621,69.50465499446898,21.93485811652343,27.72173380460764,9.898090589781022
-44758055.47762978,50856569.386000425,20490169.993127763,126.29322125866858,20.985115006168275,26.967427054695257,11.501257586424844
-55993452.214432135,38097105.95002279,23047299.034370407,64.46621639505297,16.47264140900466,22.63131732824213,11.121122774499613
-33014395.45763308,86541725.6150622,23615345.34617372,81.7338353892273,22.25924081862356,29.46173221275105,10.52750643803669
-18204570.235585656,50885293.70350996,9140830.613902628,114.18583500900154,24.16380661416742,27.07011266200463,10.016610475879279
-23114883.06227887,53017702.57664153,11708929.01240611,77.95767706436588,23.373756921836794,25.73031602462402,9.209795263523446
-32884841.044026192,45701336.4453015,14477519.388695896,117.08958844506677,22.236770660024973,26.486595579205364,10.785723238769311
-31679624.15039825,38620309.882857084,12686453.148999766,123.26179286646519,22.28700934785573,26.35829106791414,10.90801517835795
-48857039.16269475,32458462.198478967,19112525.63561675,80.18022376092232,18.893789131727054,22.79570005201438,10.743174604294763
-28608066.676253174,73532512.74093962,18624385.217482284,94.93159268671293,23.026638866863728,28.074796866458644,10.235979936599035
-21240227.637404818,14217339.581758916,4265534.577033974,145.58662659426653,23.016195382801225,26.53311765400769,11.270106647699013
-42259094.01580708,-60698968.64730489,7183963.311972961,65.57447101853413,16.946349609939134,8.035387394116192,10.92675502013954
-69125319.52039316,-6592784.768823981,22864143.486050144,51.900666034739004,10.792124007500236,13.141471604540095,12.005923407772702
-37571206.23176812,22567118.29600045,12732421.484437048,109.15007941971315,21.14435825637303,24.1642559578345,10.894207698523436
-17671748.4782102,52869963.387720406,9332037.501682349,141.48094057604698,24.114236941137875,28.421047379704838,10.730807468913126
-52064577.01508714,-34068301.96400657,13069973.070672467,119.00798790329752,17.941259832204157,20.119964302574235,12.811097177970488
-37049942.8497324,-30552140.61370273,6788430.902391262,98.07751820990022,19.785323652144307,18.525642179999817,11.342985416804387
-36116050.04667109,21548859.296527,11946320.064926118,81.08515309379105,20.804849352358204,21.926118432355462,9.955553454455575
-72998800.26225284,-49384289.865725055,21029114.31542501,116.36078536007552,14.83016813320139,17.629656918270914,13.919505418317915
-53831722.11343561,40920930.28011161,22589752.010006294,59.42803228628798,16.317758222723906,23.044764102150626,11.029554523050791
-20329380.88785849,33269236.072486997,6739721.5557536855,108.94752029703211,23.629156369832906,25.453989914650332,9.95675094515065
-49487186.012420684,-34753724.89480686,11901902.901710406,55.77401716117997,15.321845413719483,9.203702323776687,10.446632830719022
-56408359.197121665,16741475.14909041,20116820.871790126,90.80508355447752,17.947003806342543,21.651417231907182,11.419462267355211
-25254556.2766472,13814284.568210632,6035164.937207475,143.25251880255047,22.554065916420626,26.244624768497257,11.38658729480889
-38304973.616043165,-55314468.92543392,5748518.066168003,103.83678458536755,18.85374241407451,16.967588485456144,12.386312050199635
-68337826.54858345,-23492696.35020542,20936223.165866807,135.51178674812218,16.654150446640667,21.828746715944085,13.551680311092461
-58750049.04479432,26211321.234602302,22420746.77081673,128.56468333738667,18.921904524069276,25.065114144213297,12.253303674524386
-21503219.070284534,39834103.59512848,8423738.123115815,118.99717722148972,23.559214178944366,26.47494839002365,10.313518545293984
-31069468.538285714,8342658.628277391,7948391.191277765,122.00861599561868,21.756248054955854,24.285089220963375,11.121680801689138
-37868410.2452113,-15286829.399232134,8432805.651535556,127.11581708700331,20.34067581303571,22.862175181791937,12.009639963781222
-30444949.985615592,50423644.853541195,14328422.777715176,115.21841961227177,22.609214647473703,26.79269956783253,10.62582129753273
-30951784.368944187,-2192047.0664167255,6675190.394276254,56.1634911914892,20.20593328630074,15.767531403853482,8.61575686751925
-21409270.587742496,55208684.58408859,11442662.095298424,54.14945304847485,23.03243086915004,26.357028226325898,8.533393924400913
-68770773.53099474,-31860213.33958429,20439560.52679895,121.1785609019292,16.04311340078587,19.84369181285449,13.437684824641428
-32006592.71726795,-36041862.85124846,4171199.6551826075,141.56805906482347,20.46360609322451,22.97580498651932,12.751697437091817
-53779885.20661089,-28923231.513979033,14209382.589823902,79.77446368179486,16.684428557327557,15.229536153606137,11.506094932964363
-35429167.816562906,33688505.6545732,13496068.840751782,71.87733947823884,20.787065580483745,22.78660901698629,9.673725067357044
-55751975.62535401,18619206.47378975,20083322.600875914,107.5765608671667,18.664003390820177,23.184757798173127,11.74887509662384
-33053487.01535118,22047725.592345506,10665114.191496938,61.40286163132546,20.507105056929497,20.442849017438093,9.099029077430664
-56856329.96176569,-39190830.54619454,14771007.379447669,90.79594498694661,16.417573326015205,15.754169906992558,12.262354401897477
-72083701.86418884,-15484409.196261942,23260303.37045811,73.5637942454278,13.501305544686694,15.293905914814857,12.255542623098739
-36684322.87750313,67366776.3883161,20472362.61301738,103.35350172565592,21.955125905640152,27.527215373678363,10.729771168250895
-48892686.33997835,-52968640.362106115,10459356.632873327,90.16275574384206,17.126529176726386,14.47664092359083,12.231262749688081
-41426574.32857348,11957980.977151304,12988079.181740865,123.98444032853236,20.5693783257123,24.339562896577352,11.591861986330743
-28903495.747691136,3736649.805642754,6424741.123915531,51.66391777354661,20.44913436446387,16.21753202725941,8.225970379955383
-60026564.63664296,1195138.1451081783,19787564.316448763,57.46384308254291,14.064883657809194,15.776467529241891,11.181503108314349
-44290949.91018905,-14125298.885772198,11364342.157818794,116.76539533337453,19.4890207449257,21.760760688915166,11.951738609700419
-36065754.20471142,63341677.579932034,19343398.32533504,142.0033704191557,22.264545037392306,28.56271674073118,11.46195322133909
-32154973.13831098,67067448.23455706,18551441.883722216,77.40707925596467,22.031222075749625,27.24835696157294,10.01404346674764
-46616427.77076167,-46576576.68112761,9855688.633351028,136.70264936669594,18.348279612185795,21.180637342718757,13.48260031588572
-28056535.857956547,71339314.85699049,17874802.973837018,72.87434522274387,22.63410586535967,27.944907157859017,9.779133302952369
-40463134.48898266,-53448127.7213369,6785675.96716658,129.19904154119135,18.803534299817052,20.200485121439733,13.290893148526095
-45879316.031330064,-40293482.45521499,9944253.323604777,113.68321329182282,18.45295619151524,19.27187682710942,12.573906754559701
-36578990.96844651,-25843547.886284202,6949887.28445366,82.66079332792435,19.71228294070896,16.7398137778965,10.554430808322095
-58827038.11041109,-45824887.52878727,15174533.716536209,108.49874316903559,16.487950949424885,17.571705096648195,13.087213516429086
-57061726.87049922,25751619.056038648,21632832.990119755,108.63314636811413,18.680118022472282,23.8119536072616,11.77830206881464
-40039469.207015246,56059636.17173141,19501200.560795054,126.57134087742156,21.622767963031272,27.435499415634013,11.30734025863243
-32460895.581165154,70011875.36713016,19347060.54871528,97.9970858456523,22.48289396100116,27.723563675413544,10.445267178312676
-32537132.915482383,73050397.67132843,20086189.3448413,145.19455212029482,22.79677798502606,29.271316424091165,11.407317555963502
-46625830.207812816,5477066.069911599,14468169.27483794,82.74369863086048,18.844746607516242,19.95129753559622,10.729308324538312
-18887400.818624873,49193837.765266865,9086787.706125729,148.22690065186188,23.88566789625446,28.494830449079895,10.94836471321753
-37223774.26723592,5298529.165527433,10315994.917615473,127.52398808188447,20.945779525655034,24.291845658598625,11.60159757880503
-39018649.00430545,34008431.292096466,15110468.903868705,73.51288610649578,20.233472666239916,22.835282830700358,9.967992031394019
-69723581.36149721,-29908772.379919976,21001694.290297076,63.44282281691536,12.31018712989222,11.290536191902426,12.120985851772108
-35648384.75315656,-60759756.990817636,4320948.141708225,94.31503421771491,18.944778687127403,15.00622484818115,12.058739899171186
-41554030.696718186,31148528.415354043,15757267.696354821,136.66633231806486,21.05398007889051,26.348358782000236,11.699929315183796
-56515559.21239811,38831337.783414364,23386610.921258375,116.07543765791256,19.20343647360309,25.308266067200947,11.831814282856389
-22771610.386334945,68799730.50254172,15121801.74466525,93.93435246406779,23.78944451528309,27.729633612195858,9.843383126255718
-49602624.83884229,20180543.85538429,17641144.53561142,81.71285434536402,18.624713818577252,21.450221457541375,10.813736519258732
-21580423.28555466,69560055.4420751,14823243.047723755,134.71197008809895,23.948744999394766,28.978393893697387,10.769272853395298
-45069793.91656953,45269463.03203043,19612143.114168555,53.88344661251687,17.514353518205674,24.06781372975432,10.431593072500293
-10161881.745973933,48864808.86685377,5176808.821604341,53.722462752937815,40.738345844574354,-47.52576900047454,-19.955015660671783
-19905822.07882453,50743342.413520485,9850291.552631661,119.00392562875092,23.92912390304735,27.242974017840584,10.236037817591312
-55552969.57626878,1665845.144424215,17907952.264914438,140.10101210377601,18.84048250838023,24.32548628516841,12.698835958862643
-63521924.98803149,15374784.866951883,22993035.70239784,97.60636337914545,17.21361063044519,21.874595885255047,11.933798647766526
-58271763.57877335,-23389279.17131561,16609444.022811115,74.95330445602393,15.77545160977336,14.933269037259185,11.52975140598518
-58134679.62041548,-8546641.066830024,17932943.80255039,82.71880020391134,16.689590291211765,17.96073582044789,11.538997574832603
-52203466.47227356,-59886903.742164984,11510661.826290563,83.01926184128146,16.110294022753493,12.113766426927121,12.311901723595412
-49453858.45970823,-16609274.53702961,13386891.391042486,75.21469879148364,17.481726705307523,16.177184134951684,10.892167060859123
-36757625.7075395,-52399192.777454644,5234404.295440249,87.50221646764412,18.971520150293834,14.613138678266553,11.49704057067316
-48961043.90546197,24339201.21039769,17947087.41230209,131.51581277822925,20.031746546320818,25.41479172922411,11.945495512375262
-44683003.232543424,43695001.53210086,19171840.285655916,133.80469070329062,20.93148129757946,26.86677674868501,11.677470086846629
-33490185.469412465,27131357.85749075,11612439.031523868,68.92924931587928,20.90388677519802,21.752622985705532,9.402708677417412
-41368205.16928595,-57491129.63179141,6961357.801395856,100.0510041783546,18.288687520397662,16.026327298658448,12.442406922529067
-27066443.81384417,31349880.402409703,9433433.109438658,87.66739338814642,22.55139253685336,23.7172266247058,9.610763874663435
-70786044.5046597,-35326750.19153011,21040460.229486063,72.09726880382546,13.045451559452303,12.292108145743882,12.40715677131325
-44850841.93890393,57292338.70035294,21755237.589327157,108.02340880558697,20.81866856968128,26.664638909368232,11.145581902251035
-12118651.54780272,53142676.43957713,6982674.363346629,126.49559486613418,24.86919511500406,27.91533567137454,10.093493626588309
-30023619.094201196,53038399.266525835,14667507.16903378,88.98160284983334,22.455563416005255,25.91521190775422,9.93643034242532
-57324621.21173437,30542983.644355267,22445226.74232401,124.14486887137957,19.101330043132474,25.142004968971946,12.071839791311026
-63285290.51536037,-12786689.824698746,19736789.28548768,140.34181757908826,17.600552707712684,23.137378617312873,13.251465231547861
-28988152.04039457,-5042875.028177723,5492231.746887192,103.08081521579035,21.669357174057673,21.68161445715738,10.585503728390425
-44117777.40724227,-39954737.87305072,9201695.439495534,122.83664902507174,18.78301889602647,20.40297059953288,12.783918464194961
-21987629.29656252,70437428.77887118,15204064.59844914,105.46095546936878,23.956471940235225,28.136734001752576,10.106039980145852
-44872134.88639495,-40914494.569804996,9464854.783950284,98.3520199797658,18.328938997217683,17.241366572573224,12.008692401306783
-52081641.89218725,-53585068.11559117,11799627.481701627,78.07024721528447,16.11359450335347,11.845434387919763,11.914217127347648
-50709250.47838782,-22148240.111417025,13439045.882650718,85.17560010771611,17.624358599112277,17.009828529912458,11.3946851765991
-61592797.389143094,-26452245.631491393,17785399.013737142,117.5288873277157,16.98389040656121,20.19411552333112,12.95318668285027
-30398299.676534977,17913202.870589256,8900395.62424162,87.825761222543,21.79960480848933,22.27083168585095,9.843166153168575
-57802457.88968177,-35946164.642572075,15411661.159564793,120.62018859840232,17.202172894862876,19.901037742123762,13.124823865664567
-21591651.33580656,61959630.54619309,13021881.068867728,70.28087713586609,23.61005714378795,26.852428897924373,9.070486435861737
-23426970.340033155,15327947.449176133,5410411.640659384,60.53847093258597,22.359294717744653,19.513964038910338,8.193004926757533
-47539324.06759642,60741785.91579455,23552666.14050433,123.86099149694036,20.80789478890541,27.455858872446715,11.563094191249832
-47028534.50232798,-47809674.93769744,9958089.63365987,63.28721551429578,16.25151782384367,9.197169674681145,10.799890653707198
-46298903.417895585,-20745311.526028186,11640001.690387636,97.43006331043337,18.713087112539814,19.001011955609428,11.559648538599642
-15352661.472019289,51810172.94271645,8096884.989013232,128.90145968989836,24.44519132924251,27.86820253644312,10.304029793190121
-40169628.160343856,70448356.93879753,22573583.2186559,79.3453071790288,20.83467429059627,27.491610464508003,10.589374481224798
-29076737.552973423,82674869.31378165,21099518.092921287,142.12549773605176,23.29958372613537,29.76546473319721,11.27007911108441
-33503667.384715136,-20878451.30260022,6004576.662630133,106.24532301667206,20.648271151006043,20.538980524941,11.249014520323627
-16105745.395075347,39989831.2932758,6041540.195492752,130.90658005627412,24.163165675840162,27.2578452298692,10.4047335957598
-45769056.26671319,32860793.542301446,17846946.21070157,127.14145819662295,20.53312965234702,25.804571151802964,11.64335803301687
-42665941.345688656,-9598122.561272606,11091613.531753033,119.89029694611848,19.849299151813764,22.448459609922942,11.882570009254563
-62042122.52101904,-54548652.932861015,16027135.818521649,139.3305410758891,16.33583847982905,20.1445818301342,14.293921534058668
-59315596.92974502,21890115.545024812,22056896.49457796,124.76181536570094,18.69114397223843,24.515780219195996,12.24124723619739
-57165499.3922925,-23071207.38853681,16158473.358133167,126.82066263487741,17.787180393364224,21.53379274136826,12.944245481270082
-42173297.3853856,17673933.080451608,14066837.664051488,72.06937375827046,19.319441574705518,20.49366209787584,10.088777589796829
-35618504.73527101,-18277460.356686637,7167531.391597904,97.40129280672348,20.331232828952473,19.636348768350604,10.962768694036173
-36025027.657169685,17709829.396850288,11369697.028519943,84.7042374166396,20.849117485697338,21.81422170306194,10.078070804144827
-40400294.22052507,-22640703.062449753,8894984.51401554,106.56934756379259,19.645658822278143,20.15729381171029,11.632169977247031
-48787265.6698613,-25097262.491070285,12353443.109227747,137.9392950838004,18.817588968719654,22.68983941483022,12.967017436427849
-35388583.93228568,42247893.51944861,14932091.837828532,87.33250035336948,21.4444535020869,24.61393171591443,10.132205890958717
-50551278.72225401,-37763854.001101255,12146018.983950019,92.1205309045754,17.442340259449974,16.379128930174844,11.965977782643385
-16856854.204941224,45812008.80123231,7507809.609761648,98.00411784471217,24.332148830999806,25.92621747779309,9.411634351837074
-30020694.63202368,-8512894.785209134,5599939.3420913145,77.52280446686252,21.13168321735058,18.200908644628306,9.614584397129867
-44670050.27172738,-51004753.700038135,8746767.022229388,128.6772595775966,18.37096578994649,20.13907701504744,13.33712058533388
-28277047.60242137,70571043.60657671,17781114.856712684,100.86090942744909,23.09519234726093,27.915261445793593,10.304331280469022
-73732335.39540526,-26947453.300626457,22959718.79649663,101.44150429572387,14.913080653192527,17.85330132538897,13.061545698206253
-25275691.62670822,20333858.352429092,6945090.602960467,116.29415022681442,22.73726086049997,24.869558324311882,10.526599941781129
-23138769.048717704,39906406.80031589,9161864.982248567,127.2365123636156,23.338090334950678,26.87837316259531,10.623913064242473
-20314882.44068839,46476778.89054552,9163433.69262889,56.215040017632944,23.277626300320485,24.683366626039003,8.223651693073386
