x0 [AU],y0 [AU],z0 [AU],vx0 [km/s],vy0 [km/s],vz0 [km/s],x1 [AU],y1 [AU],z1 [AU],vx1 [km/s],vy1 [km/s],vz1 [km/s],tof [days],m0_maximum [kg],m1_maximum [kg]
-0.5969138479835794,-2.7211499399721113,-0.11783877250325044,17.47703776041086,-4.969680460005507,0.1832338357594722,0.5852507831169074,-2.8213628584037966,-0.10121048527593147,17.00613321017196,2.400317509508423,0.6369877184475233,116.74479035682816,4832.767376841909,4678.484218171323
-0.05673073486102856,2.8016677815884123,-0.23696729191646054,-17.16827859598341,0.0239373584510243,-0.052046288147102424,-0.5281145727523536,2.7621333933776686,-0.23036097194320476,-16.119266501578696,-2.773448862919192,0.5288662354340231,48.93615239551458,2998.9643055306105,2934.2926891418388
-0.6967913834071416,2.6750985512018213,0.12109657668242085,-16.365260744501285,-2.8569149066290427,-0.1519687623020362,-1.245406565246236,2.52594696581772,0.11240182849582159,-15.512219436581764,-6.014337230088375,-0.24738920073099893,60.174621313939994,2446.183422079614,2366.661545885366
-2.941294272210194,-0.5933814383813827,0.16428316600857176,3.2318049519588996,-16.460278509675785,0.9164578770754386,-2.90268213667097,-0.7599244311890158,0.17263946820560977,4.383362364037809,-16.385975293129977,0.7315466601233821,17.553596782394877,3387.1886154139875,3363.9906382043564
1.4464109883873053,-2.429986027519012,0.1980835925750146,14.011753426173296,9.754403938025892,-0.26675402026625417,2.329526114411435,-1.3829593450014317,0.20206506957219975,8.192068532080182,16.035442687056133,0.3196375620964824,139.75969197086172,3096.3189359624953,2911.6195384287553
1.1304101840996719,2.4710093557086856,-0.07938449452692702,-17.30139874203927,6.2880949814203095,1.8067881481734418,0.7142079007083797,2.581721865924586,-0.03227901841022382,-18.643002226231122,3.2749052943447183,2.2802957640306074,40.02911616140882,3097.183220518141,3044.2828428414164
-2.534285044188642,-1.141319988976624,0.020865684147810037,8.063206047903387,-15.618390950388992,-0.028062423874065497,-2.3806102210918705,-1.401382360561677,0.021183457744665804,9.635012863232554,-14.347569006492584,0.06777671021309602,30.026311848349565,3708.650661819541,3668.9693602385955
2.5821146985937147,-1.0684909964629108,-0.21612281731566174,6.62968531996422,16.32966870053288,-1.360659073754167,2.7399947950016017,-0.5707467379456739,-0.25681396710232535,3.747907374765604,16.99229234953962,-1.2744649340198833,51.597454963849515,3774.908227734491,3706.8779026472503
-0.35429842926121413,2.8915253038982596,-0.1853901045641602,-15.665251679300933,-1.7690180590339544,-0.5933179621729392,-0.5564559229642607,2.8596744998576247,-0.1922235840998421,-14.984274439354149,-3.0385524730636595,-0.4173215055800605,22.83507454751951,2452.855067560318,2422.6773911611394
-2.3944556482733774,-1.4072129199108068,0.2334969388992825,8.601608777144781,-15.565240505475622,0.43377314848640536,-2.285991734817022,-1.5911974269472648,0.23653247476177094,9.442233415393174,-15.045781249228058,0.06965216402716125,20.803595679519333,2407.962807419912,2380.4697941776294
2.7046936526829883,-0.5922556891675912,-0.08216634150522294,2.7373878085496517,17.59768096011222,-0.009676050777738143,2.7125220333615645,0.09951797382549411,-0.07644633984080504,-2.1405012377522086,18.133213830439207,0.28381725765729854,66.88144196723218,4951.1356601630505,4862.74880757341
-1.989929284857228,-1.9234180073766685,-0.2036697214324805,11.60346599782519,-13.022242006010734,0.062436210970254,-0.8958046113043869,-2.623500388367304,-0.18751533072500526,16.696348273563718,-5.536314211209958,0.1547235789331733,132.68374482571744,4328.71027873762,4153.36315084071
1.0606278836324463,-2.4018310601871473,-0.15698508891359944,16.65422865379858,8.325113847335961,1.0226585218191144,2.0315260299268973,-1.5731856244370779,-0.08944749543663447,11.965917038238931,15.15511644433962,0.6424731447877348,116.94685012293678,2911.1116866279935,2756.5609163502577
-0.9556705743323777,-2.852041480055482,0.1215798343815043,15.360851370826254,-3.7672884733346494,0.5944155833320375,-0.6710955421801942,-2.9040356717926534,0.1313769405546319,15.594564710987873,-2.0072322727874914,0.48532099908514803,31.849992906424568,4328.77851036693,4286.687451682519
-1.9882892200153057,-2.2198889453490933,0.26598816962496796,12.196514149526532,-10.411561443078133,-0.4379991990686892,-1.9055617725484224,-2.288155512396056,0.2626862859190655,12.445598872270429,-9.927689248620668,-0.5392661408554484,11.623635133454556,3169.4582065395184,3154.0970375466077
1.7750457315396801,2.0601840561561042,-0.12461770184788762,-11.922314246273988,12.99149047138385,-0.36036208038596423,1.0322182704358676,2.6351385358493618,-0.10798953006125607,-14.25183539739955,7.331662653090797,1.0196546360235081,97.2850598584726,3449.682869489254,3321.1157941474603
1.1625363118200565,2.3928661047369033,0.07612961117081853,-17.68710470260435,9.408521723261243,0.7530598228362906,0.34054042369615667,2.6742120791877513,0.10885952579838086,-19.301112104464075,3.2781291346951815,0.6449900644847737,75.17979814928539,2524.794633369161,2425.4415675552423
-2.07907985375494,-1.7919640698211032,-0.15618218001260903,11.833821138124861,-13.561223457599379,0.29414108816413786,-1.6996183587289162,-2.1381648975896073,-0.14090029744243743,14.692493058549772,-10.430118673625534,0.567703957753789,50.30506828923803,1966.1549075201758,1899.674150230078
-0.2335554504090484,2.654823214849645,0.20360708544095066,-18.535598928614267,-1.3979920299731086,0.4729321533492517,-0.27017794110761095,2.6517935267743757,0.2044644196026984,-18.51394622149955,-1.6660624589535298,0.3940106876934262,3.422969927382706,2732.122586151939,2727.598953197101
