x0 [AU],y0 [AU],z0 [AU],vx0 [km/s],vy0 [km/s],vz0 [km/s],x1 [AU],y1 [AU],z1 [AU],vx1 [km/s],vy1 [km/s],vz1 [km/s],tof [days]
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.262059259893289,0.0,-13.575426956806995,10.982017336734229,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.2702225251994115,0.0,-13.579929038136546,10.946157123903085,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.2783857905055336,0.0,-13.584290876734597,10.910441241144609,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.286549055811656,0.0,-13.588513990568506,10.874869357456939,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.2947123211177787,0.0,-13.592599883748928,10.839441135498229,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.302875586423901,0.0,-13.596550046610623,10.80415623176321,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.3110388517300233,0.0,-13.600365955794127,10.769014296756735,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.319202117036146,0.0,-13.60404907432818,10.73401497516421,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.3273653823422684,0.0,-13.607600851712988,10.699157906019147,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.335528647648391,0.0,-13.611022724004131,10.664442722867662,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.3436919129545135,0.0,-13.614316113897194,10.629869053930125,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.351855178260636,0.0,-13.61748243081298,10.595436522259888,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.360018443566758,0.0,-13.620523070983346,10.56114474589921,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.3681817088728807,0.0,-13.623439417537536,10.526993338032327,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.3763449741790033,0.0,-13.626232840589076,10.49298190713581,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.384508239485126,0.0,-13.628904697323055,10.45911005712614,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.392671504791248,0.0,-13.631456332083904,10.425377387504613,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.4008347700973705,0.0,-13.633889076463515,10.39178349349958,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8299221150029485,2.408998035403493,0.0,-13.636204249389719,10.35832796620605,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.0089980354034926,0.0,-13.31687663757483,12.183962267533817,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.017161300709615,0.0,-13.326707626846668,12.143613129967822,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.0253245660157377,0.0,-13.336344047132465,12.103412673273036,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.03348783132186,0.0,-13.345787864925855,12.06336088437783,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.0416510966279824,0.0,-13.35504103140826,12.023457736634144,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.049814361934105,0.0,-13.364105482466666,11.983703190103784,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.0579776272402275,0.0,-13.372983138714485,11.944097191840614,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.06614089254635,0.0,-13.381675905515616,11.904639676168946,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.074304157852472,0.0,-13.390185673011324,11.86533056495785,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.0824674231585947,0.0,-13.39851431615015,11.82616976789164,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.0906306884647172,0.0,-13.406663694720482,11.787157182736436,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.0987939537708398,0.0,-13.414635653385883,11.748292695602865,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.1069572190769623,0.0,-13.422432021722992,11.709576181204925,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.1151204843830844,0.0,-13.430054614261959,11.671007503115037,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.123283749689207,0.0,-13.437505230529247,11.63258651401529,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.1314470149953295,0.0,-13.444785655092872,11.594313055944989,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.139610280301452,0.0,-13.451897657609798,11.55618696054441,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.1477735456075746,0.0,-13.458842992875567,11.518208049294877,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.1559368109136967,0.0,-13.465623400876005,11.480376133755199,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.1641000762198193,0.0,-13.472240606840957,11.442691015794434,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.172263341525942,0.0,-13.478696321299942,11.405152487821061,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.1804266068320644,0.0,-13.484992240139713,11.367760333008599,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.188589872138187,0.0,-13.491130044663564,11.330514325517647,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.196753137444309,0.0,-13.4971114016524,11.293414230714438,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2049164027504315,0.0,-13.502937963427456,11.256459805385923,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.213079668056554,0.0,-13.508611367914584,11.219650797951392,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2212429333626766,0.0,-13.514133238710075,11.182986948670715,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2294061986687987,0.0,-13.519505185147954,11.146467989849196,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2375694639749213,0.0,-13.524728802368628,11.110093646039056,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.245732729281044,0.0,-13.529805671388914,11.073863634237695,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2538959945871664,0.0,-13.534737359173302,11.037777664082594,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.262059259893289,0.0,-13.539525418706448,11.001835438043031,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2702225251994115,0.0,-13.544171389066838,10.966036651608595,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2783857905055336,0.0,-13.548676795501521,10.93038099347452,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.286549055811656,0.0,-13.553043149501914,10.894868145723901,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.2947123211177787,0.0,-13.55727194888062,10.859497784006853,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.302875586423901,0.0,-13.561364677849117,10.824269577716509,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.3110388517300233,0.0,-13.565322807096434,10.789183190162134,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.319202117036146,0.0,-13.569147793868607,10.754238278739141,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.3273653823422684,0.0,-13.572841082048948,10.719434495096225,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.335528647648391,0.0,-13.576404102239085,10.684771485299555,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.3436919129545135,0.0,-13.579838271840663,10.650248889994087,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.351855178260636,0.0,-13.583144995137765,10.615866344562045,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.360018443566758,0.0,-13.586325663379906,10.581623479278601,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.3681817088728807,0.0,-13.589381654865614,10.547519919464747,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.3763449741790033,0.0,-13.592314335026568,10.51355528563749,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.384508239485126,0.0,-13.59512505651222,10.479729193657299,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.392671504791248,0.0,-13.597815159274864,10.446041254872897,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.4008347700973705,0.0,-13.600385970655159,10.412491076263434,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.838085380309071,2.408998035403493,0.0,-13.60283880546801,10.379078260578066,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.0089980354034926,0.0,-13.276506655309722,12.200973818246506,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.017161300709615,0.0,-13.286485503047027,12.16073095213409,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.0253245660157377,0.0,-13.296269783224943,12.120635127289779,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.03348783132186,0.0,-13.30586144859442,12.080686345805125,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.0416510966279824,0.0,-13.315262436881136,12.040884596150995,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.049814361934105,0.0,-13.324474670799292,12.00122985346122,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.0579776272402275,0.0,-13.333500058068603,11.961722079812352,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.06614089254635,0.0,-13.342340491434383,11.922361224499546,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.074304157852472,0.0,-13.350997848690623,11.883147224308617,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.0824674231585947,0.0,-13.359473992705972,11.844080003784239,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.0906306884647172,0.0,-13.367770771452502,11.80515947549436,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.0987939537708398,0.0,-13.375890018037238,11.766385540290834,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.1069572190769623,0.0,-13.383833550736236,11.727758087566263,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.1151204843830844,0.0,-13.391603173031296,11.689276995507166,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.123283749689207,0.0,-13.399200673649016,11.650942131343358,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.1314470149953295,0.0,-13.406627826602309,11.612753351593737,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.139610280301452,0.0,-13.413886391234156,11.574710502308353,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.1477735456075746,0.0,-13.420978112263558,11.536813419306865,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.1559368109136967,0.0,-13.42790471983365,11.499061928413425,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.1641000762198193,0.0,-13.434667929561826,11.461455845687958,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.172263341525942,0.0,-13.441269442591858,11.423994977653933,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.1804266068320644,0.0,-13.447710945647907,11.386679121522617,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.188589872138187,0.0,-13.45399411109036,11.349508065413826,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.196753137444309,0.0,-13.460120596973432,11.312481588573295,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2049164027504315,0.0,-13.466092047104448,11.275599461586548,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.213079668056554,0.0,-13.471910091104741,11.238861446589453,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2212429333626766,0.0,-13.477576344472123,11.202267297475396,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2294061986687987,0.0,-13.48309240864482,11.165816760099146,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2375694639749213,0.0,-13.488459871066862,11.129509572477435,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.245732729281044,0.0,-13.49368030525483,11.093345464986285,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2538959945871664,0.0,-13.498755270865892,11.05732416055513,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.262059259893289,0.0,-13.503686313767117,11.02144537485772,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2702225251994115,0.0,-13.50847496610597,10.985708816499924,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2783857905055336,0.0,-13.51312274638192,10.95011418720437,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.286549055811656,0.0,-13.517631159519189,10.914661181992045,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.2947123211177787,0.0,-13.522001696940457,10.879349489360814,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.302875586423901,0.0,-13.526235836641604,10.844178791460948,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.3110388517300233,0.0,-13.530335043267355,10.809148764267665,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.319202117036146,0.0,-13.534300768187798,10.774259077750727,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.3273653823422684,0.0,-13.538134449575765,10.73950939604113,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.335528647648391,0.0,-13.541837512484951,10.704899377594922,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.3436919129545135,0.0,-13.545411368928837,10.67042867535417,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.351855178260636,0.0,-13.54885741796024,10.63609693690515,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.360018443566758,0.0,-13.55217704575157,10.601903804633716,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.3681817088728807,0.0,-13.555371625675676,10.567848915877983,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.3763449741790033,0.0,-13.55844251838727,10.533931903078289,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.384508239485126,0.0,-13.561391071904879,10.50015239392447,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.392671504791248,0.0,-13.564218621693312,10.466510011500544,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.4008347700973705,0.0,-13.566926490746539,10.43300437442674,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8462486456151934,2.408998035403493,0.0,-13.569515989671045,10.399635096999033,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.0089980354034926,0.0,-13.236244075243329,12.217756432033125,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.017161300709615,0.0,-13.24636913873057,12.17762045042262,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.0253245660157377,0.0,-13.256299651141186,12.13762987933228,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.03348783132186,0.0,-13.2660375514425,12.097784735762517,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.0416510966279824,0.0,-13.275584763860826,12.058085023052731,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.049814361934105,0.0,-13.284943197891408,12.01853073116233,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.0579776272402275,0.0,-13.294114748311587,11.979121836947954,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.06614089254635,0.0,-13.303101295197074,11.939858304436914,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.074304157852472,0.0,-13.311904703941208,11.900740085096892,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.0824674231585947,0.0,-13.320526825277186,11.861767118101854,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.0906306884647172,0.0,-13.328969495303081,11.822939330594284,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.0987939537708398,0.0,-13.33723453550961,11.784256637943713,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.1069572190769623,0.0,-13.345323752810545,11.745718944001519,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.1151204843830844,0.0,-13.353238939575698,11.707326141352146,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.123283749689207,0.0,-13.36098187366636,11.669078111560626,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.1314470149953295,0.0,-13.368554318473167,11.630974725416555,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.139610280301452,0.0,-13.375958022956253,11.59301584317443,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.1477735456075746,0.0,-13.383194721687625,11.55520131479046,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.1559368109136967,0.0,-13.390266134895725,11.517530980155877,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.1641000762198193,0.0,-13.397173968512048,11.480004669326675,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.172263341525942,0.0,-13.40391991421975,11.442622202749947,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.1804266068320644,0.0,-13.410505649504216,11.405383391486742,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.188589872138187,0.0,-13.416932837705467,11.368288037431526,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.196753137444309,0.0,-13.423203128072348,11.331335933528251,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2049164027504315,0.0,-13.429318155818441,11.29452686398304,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.213079668056554,0.0,-13.435279542179654,11.25786060447362,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2212429333626766,0.0,-13.441088894473355,11.221336922355398,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2294061986687987,0.0,-13.446747806159042,11.184955576864294,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2375694639749213,0.0,-13.45225785690051,11.148716319316357,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.245732729281044,0.0,-13.457620612629354,11.112618893304179,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2538959945871664,0.0,-13.462837625609872,11.07666303489013,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.262059259893289,0.0,-13.467910434505209,11.04084847279647,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2702225251994115,0.0,-13.472840564444747,11.005174928592364,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2783857905055336,0.0,-13.47762952709266,10.969642116877814,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.286549055811656,0.0,-13.482278820717578,10.934249745464578,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.2947123211177787,0.0,-13.486789930263331,10.898997515554074,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.302875586423901,0.0,-13.491164327420687,10.8638851219123,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.3110388517300233,0.0,-13.495403470700069,10.828912253041874,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.319202117036146,0.0,-13.49950880550517,10.794078591351084,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.3273653823422684,0.0,-13.503481764207447,10.759383813320154,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.335528647648391,0.0,-13.507323766221429,10.724827589664631,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.3436919129545135,0.0,-13.5110362180808,10.690409585495974,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.351855178260636,0.0,-13.51462051351521,10.656129460479383,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.360018443566758,0.0,-13.51807803352778,10.621986868988897,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.3681817088728807,0.0,-13.52141014647326,10.587981460259764,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.3763449741790033,0.0,-13.524618208136765,10.55411287853819,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.384508239485126,0.0,-13.527703561813112,10.520380763228404,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.392671504791248,0.0,-13.530667538386666,10.486784749037154,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.4008347700973705,0.0,-13.533511456411679,10.453324466115617,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.854411910921316,2.408998035403493,0.0,-13.536236622193083,10.419999540198788,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8625751762274383,2.0089980354034926,0.0,-13.196089496289197,12.234311973394961,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8625751762274383,2.017161300709615,0.0,-13.206359141845176,12.194283470187468,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8625751762274383,2.0253245660157377,0.0,-13.216434267608053,12.154398755708934,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8625751762274383,2.03348783132186,0.0,-13.226316798724493,12.114657861616177,0.0,250
3,0,0,-0.0,17.196077467085647,0.0,1.8625751762274383,2.0416510966279824,0.0,-13.236008645881709,12.075060805868514,0.0,250
