x0 [AU],y0 [AU],z0 [AU],vx0 [km/s],vy0 [km/s],vz0 [km/s],x1 [AU],y1 [AU],z1 [AU],vx1 [km/s],vy1 [km/s],vz1 [km/s],tof [days],m0_maximum [kg],m1_maximum [kg]
-2.6140474220,1.1329193996,0.0524209531,-8.4612408088,-15.4403959243,1.3650676132,-2.7715149694,0.8093098020,0.0770809734,-6.9674157823,-16.2277585103,1.0448101928,35.3293050722,2903.4909037305,2856.8014095510
-2.7632996087,0.6896640319,0.0795231814,-5.7891225275,-16.5995625245,0.8574137133,-2.9249661332,-0.0290191123,0.1308650541,-1.6921105012,-16.9422710295,1.5802793456,73.6561398238,3780.8772032614,3683.5368916399
-2.2035164726,-2.0182722162,0.2706506455,11.3990935371,-11.7056621965,-0.0595983589,-2.0463148807,-2.1691314383,0.2678759592,12.0031890799,-10.7584297133,-0.3477205227,23.2472702669,3211.1529184955,3180.4304895601
2.5095200376,-0.9987519651,-0.0716024421,5.3422006018,16.9903894670,-0.1854106073,2.5741833881,-0.7619480718,-0.0764171690,4.1194336977,17.6764955052,-0.5041741842,23.6568993740,2327.6943231594,2296.4305683846
1.7153520719,2.2117457210,-0.0669507462,-13.4528026808,11.5729334237,0.0926910644,1.7019277814,2.2232227794,-0.0668723133,-13.5321521847,11.4978001148,0.0649665364,1.7227002433,2542.4267154104,2540.1500790775
1.6798973629,1.9474609133,-0.2241885518,-14.4200841423,12.9688129280,0.6630500297,1.2699570403,2.2520954255,-0.1994837864,-16.6028003699,10.0309156247,0.8071360538,45.5373853980,2733.6353403873,2673.4555573403
-2.9807280420,-0.3324437631,0.0233843103,3.0429354986,-16.0798799433,2.4123825474,-2.7552992889,-0.9903818517,0.1249275267,7.3354226606,-15.4330556336,1.9649303950,72.0597199358,2758.3620246961,2663.1345946961
-2.1596970449,-1.9249511026,0.1466978147,12.2742056840,-12.4637030644,-0.6059739612,-1.9004635095,-2.1613687863,0.1307995930,13.5662043499,-11.2449804315,-0.7367858636,34.5767606346,2849.9835887027,2804.2887574536
1.7204931141,-2.1798262290,0.0776115742,12.6779931463,12.9850782224,-1.1346673123,1.9762573904,-1.8708750213,0.0546569797,10.9904834483,15.3470920822,-1.0749342524,37.5535769031,2779.2820783569,2729.6542241248
-2.7830374265,-1.0702777024,-0.1261546137,6.7111582220,-15.9150206693,1.6414922790,-2.6214726023,-1.3947974373,-0.0848330092,8.6356497085,-15.2448355916,2.2939038093,36.0099013069,2663.7346338037,2616.1465912351
-2.5243066855,-1.5305792382,-0.0514092839,8.1252785368,-13.4482611153,-1.5637647211,-2.4169635404,-1.6920956487,-0.0723938227,9.2966643566,-12.7285652368,-1.7521544278,21.4685592782,2570.9592307768,2542.5875886357
2.7459989346,0.2419096114,-0.0389237982,-1.5662173695,17.7342574574,1.0845021506,2.7366428782,0.3366533389,-0.0335439354,-1.9288884473,17.6572479936,0.9239671566,9.2694462850,1561.3509602120,1549.1009140427
-2.0789759277,1.7988773917,-0.2096177965,-12.6635434963,-12.7960030341,0.2986079606,-2.6337016837,0.9438044795,-0.2133820144,-6.6257783880,-16.2981925291,0.6089168284,99.2002169088,2308.7621489568,2177.6658090175
2.5031767151,-1.0164794701,0.1804088613,5.7994318450,17.0005995925,-2.1106839215,2.6536808284,-0.1677443544,0.0535572061,0.3192381492,18.2887238900,-2.4723127344,83.0676725519,3088.6913715833,2984.5294996013
-1.9808332552,2.1373969325,-0.1683427324,-13.0918472488,-10.0832323238,-0.9610485536,-2.2893590006,1.8465954756,-0.1880573303,-10.7347201867,-12.3579053324,-0.4259075450,45.0016865872,2816.5511480529,2757.0796524666
-2.7999771551,-0.2606175466,0.0287339660,1.8849489886,-17.6893180420,-0.8559659085,-2.7394589201,-0.6031104475,0.0193906814,4.3520599940,-17.4871451501,-0.1032669254,33.6515536823,2092.8938323690,2048.4217163755
0.9274915691,-2.6310017653,0.1242673551,16.4637496927,6.3744714233,0.4142851750,1.2083157762,-2.5034913966,0.1351121198,15.4433401651,8.0918258084,0.8208540302,30.4585328767,2762.1565346228,2721.9040445811
0.1700233533,-2.8843749905,-0.1513269961,17.0684464392,2.1210196177,0.6072208709,0.5927055934,-2.7928833733,-0.1361286767,16.9545224691,5.2538109451,0.6103878943,42.9473109674,3913.9654148973,3857.2083831697
-3.0068733499,-0.1546560144,-0.0018774516,1.7060364616,-16.1876082008,2.1711662683,-2.9807280420,-0.3324437631,0.0233843103,3.0429354986,-16.0798799433,2.4123825474,19.0746317477,2783.5700495957,2758.3620246961
1.1193626110,2.3122726790,-0.2148839358,-17.3232797714,8.9878315967,0.5149254559,0.6450903061,2.5038630308,-0.2074235772,-18.3707072978,5.4372229132,0.0481906090,45.8568451102,2951.4681870274,2890.8660260081
-0.1088518540,2.8026875618,-0.1276635125,-17.6865648890,1.0048195084,-0.2998632058,-1.1052689147,2.6823471685,-0.1746317760,-16.3545137098,-4.8933275787,-0.4472605550,100.6398432719,2866.6625474868,2733.6623728015
-1.3984616055,2.3174193612,-0.0653266787,-15.7979552657,-8.9103998178,1.6994251055,-1.8261164315,2.0292407592,-0.0130508016,-13.7167841877,-10.9310046496,1.8316209402,50.0923971199,3346.6951722761,3280.4956699771
2.6980660076,0.5848668862,-0.2959743095,-5.0371007470,17.1703851866,0.0960562082,2.4971814206,1.0945636925,-0.2834486897,-7.9943132617,16.3379223211,0.6052893249,52.4467087178,3941.6049063837,3872.2941364215
-2.8142071950,0.4029577053,0.2715920215,-3.0076708273,-17.6735112394,-1.3509770406,-2.8463851523,-0.1128307512,0.2297910319,0.8166290665,-17.3490226290,-1.4210218275,50.8669040505,3124.3070811257,3057.0839385518
0.8380742621,2.6800941402,0.1283524473,-17.2706694243,5.1297048064,1.3975125442,-0.2684468034,2.7933066552,0.1993491465,-18.6758629701,-1.5626892667,0.6931349563,104.2771161226,4545.5559545777,4407.7489027473
-2.6537083386,0.7697137387,-0.1488708303,-5.1313733910,-17.5676303207,0.4438964911,-2.7275397417,0.4566566888,-0.1418342688,-3.3444217903,-18.3646711878,0.3612439165,30.1377730091,3621.6362610500,3581.8076630843
-0.4485121076,2.6227344099,-0.2078599724,-17.3983929619,-1.2735600646,0.0021705571,-0.8222964838,2.5692181373,-0.2095634202,-16.5029675490,-3.6339404572,-0.2253329177,38.2940594044,2862.0576594549,2811.4509598894
0.3803918930,-2.7575394875,-0.0987089848,17.1392843723,2.6360934101,0.1404161871,1.1758693599,-2.4765740797,-0.0757011052,15.6925716604,8.9096084161,0.9435345143,83.3762672953,3688.0531866288,3577.8672419992
-2.6356827286,-1.0157386530,-0.1097157003,6.1688981224,-16.8134181190,1.2871705712,-1.9298378237,-2.0546203044,0.0333962788,13.9384279721,-12.4035976392,2.0638070507,119.2197139143,2645.5388414598,2487.9860058194
2.1128233901,1.4839019619,0.0220736787,-11.2305945211,14.9048483287,-1.0707715143,1.5076118804,2.0717384976,-0.0275816633,-15.5006486696,11.2114166942,-1.3239314191,77.4088416278,5237.9027678347,5135.6032970078
-1.8478462142,-2.1489295114,-0.1146704855,13.0739673906,-11.6415436652,0.6351232433,-0.3653644688,-2.7229404396,-0.0534380142,18.0532753354,-1.8239081123,0.8667474200,159.2881757735,2632.1393799934,2421.6320567227
-2.6186870872,1.1484644997,0.1761433903,-6.4629735470,-15.8556329754,-0.7243167617,-2.7976225042,0.4750245490,0.1640509732,-2.0901911199,-16.2731808528,0.1581695856,72.1940547991,2638.0536131354,2542.6456891592
1.2042661587,2.5282791840,-0.2056762307,-15.1715144290,6.9921958992,-0.8356457072,0.4417867752,2.7592124412,-0.2289157959,-17.1217286979,2.8306265568,-0.3791997741,82.2309394992,2921.4211231580,2812.7495441067
-0.4832056943,-2.7312811679,0.1024718501,18.0632414314,-3.4361601736,0.2026859143,0.0020891201,-2.7913276705,0.1102443348,18.0642917161,-0.7321524951,0.3840079612,46.2357511566,2770.7404730111,2709.6384271490
1.8743829401,1.9462920747,-0.1207744507,-11.4069541465,13.7600061915,-0.5416183186,0.5511053304,2.8148335940,-0.0608020946,-15.6076085142,3.7683435691,1.7661848254,168.0378306646,3469.1627471114,3247.0927132356
-0.8766242806,2.7404649540,0.0796108007,-17.9035828117,-4.5361146042,-0.3898061963,-1.2355452185,2.6238144800,0.0682744721,-16.8981132245,-6.6412967751,-0.7410364695,35.3205718535,2048.3606635780,2001.6843925297
2.1234302145,-1.7424995487,-0.0633426911,11.0407857761,14.0603899365,1.1880948412,2.5764053908,-0.7954682434,0.0165133248,4.1765737978,17.5602480160,1.4952348745,102.8904261227,5641.8603863760,5505.8861046732
0.9036815391,-2.4728520824,-0.1656223551,17.2595864527,7.0247912161,0.8424787158,1.9638049744,-1.6563211784,-0.0931894564,12.4285906025,14.7915094442,0.7056719341,123.3548967050,2932.2830779938,2769.2637609398
2.6012451633,1.0195763945,0.1563847732,-5.8754936471,16.4644268284,-0.2828654826,2.5227068000,1.2230266727,0.1518072920,-6.6056272994,15.8756771863,-0.3901830857,21.7728142525,1965.4723035609,1936.6985227537
2.3070493507,-1.5765871799,0.1869560306,10.4532392042,13.9160874935,-0.2788501598,2.5522186100,-1.1735097528,0.1719139110,7.1897923997,15.1755926030,-0.8024911722,47.9500474844,3513.1445753221,3449.7761280518
2.7293137829,0.4011141656,-0.0580301339,-2.0517505144,17.4570973144,0.3367248307,2.6828903699,0.6760217748,-0.0541159093,-3.8085596752,17.2329193063,0.1633521474,27.4305303799,5560.2984054386,5524.0475709535
-2.7631382052,-0.3128775671,0.0330478149,1.6140265741,-17.9662446634,0.2700884160,-1.6634309844,-2.2651154824,0.0640088650,14.1209143387,-10.8722054647,-0.3348270186,213.1245160550,3193.7455305883,2912.0917692045
-0.2723388232,2.7466133781,-0.2226023142,-17.4554466392,-1.0037917188,0.4718885700,-1.2503765834,2.4991816645,-0.1855969345,-15.6701745771,-7.8401367915,0.7019118666,102.1648719297,3555.6634546385,3420.6483230364
-0.6453844756,2.7406170471,0.2586956204,-16.9389229053,-2.8672579122,-0.1765505559,-1.1495610180,2.5996272907,0.2467679684,-15.6699940057,-6.5032577873,-0.2947176118,53.5980750209,2667.4287404671,2596.5981555957
0.4483496278,-2.8376626971,-0.1975212769,17.6531213290,3.8430400518,-0.4677221644,0.9719018268,-2.6753541452,-0.2032275993,16.9919172367,6.8094816707,-0.0041526694,51.9475331253,4899.0974368349,4830.4465145528
-2.4419208326,-1.7607135346,0.0852704166,11.0036771420,-12.4733480013,0.9250571719,-2.0920631543,-2.0840923333,0.1109657456,13.9524140575,-10.5590564801,0.9084277966,48.4859672124,3032.5257262935,2968.4491388235
1.7184528631,2.2214766860,-0.1382534764,-13.5382409689,10.2248886891,0.2917184658,1.2711528363,2.5025322930,-0.1321228739,-15.1908364110,7.8489734245,0.1526586030,54.6369800030,2205.2701778998,2133.0651706271
-2.6521800675,-0.7258764981,0.0269986727,4.4547284612,-17.8687485415,0.1997606816,-2.2712201048,-1.5965418694,0.0715116794,9.9934981592,-14.7111129872,1.4101867570,90.8325790883,3086.0477372930,2966.0079204051
0.7524311203,2.5212950518,0.1699960642,-17.7618340572,6.6625621058,-0.1327715650,-0.8644173747,2.6927086115,0.1018982564,-17.7190198022,-2.9516714777,-1.2204852454,151.2348104419,4622.3587665188,4422.4951920335
1.9339301197,-2.0632582770,-0.2038461780,12.5523209472,12.0548334846,-0.1443320916,2.2464824387,-1.7045586655,-0.2142796972,10.0766209530,13.9135486640,-0.6156016083,47.7206560658,3332.4110258824,3269.3457124162
-2.5485231062,-1.0869862543,-0.1375467111,6.9945948149,-16.7376441103,-0.9131313756,-2.2127958139,-1.7075164695,-0.1620791503,10.4212601538,-14.4410681902,-0.1231676850,67.8509697783,2837.9366315230,2748.2682959347
-1.9056233278,-1.9947175484,0.0643138992,12.9522664194,-12.4796909393,1.3177852722,-0.8286154941,-2.6334186608,0.1860883104,17.0128161210,-4.3339842792,1.3868317702,124.5803067833,2846.4896618243,2681.8504763208
1.7236036332,-2.0422942505,-0.1591599308,14.5156626028,11.8664327137,1.0302143245,2.7395182440,-0.1365178114,-0.0662623475,1.4277418070,18.0000705331,0.1007450279,202.1472953061,3574.5294768532,3307.3824781676
2.6525645264,0.2173441847,0.1067035012,-1.2100978871,18.6329202009,-1.0359078943,2.5033957989,0.8900727929,0.0630964919,-6.8747892134,17.7909043019,-1.3294338256,63.6316235800,2791.0043456230,2706.9120353546
0.0971586277,2.6106534096,-0.0216548077,-19.1283980728,1.1005836202,0.4458179802,-0.8807073636,2.4709687927,0.0229714060,-18.8744493462,-6.5003987142,1.3299664600,88.1546021689,2902.1435331613,2785.6426853671
1.8956610468,1.9911860949,-0.1562047409,-12.2860984214,12.2740796196,1.9949605744,0.9642941673,2.6052605125,-0.0024283893,-16.4727781330,6.0374468167,1.8165472201,114.4018704308,2355.8908829054,2209.5800187346
2.1254993057,1.6648543915,-0.1016567250,-12.3754999049,13.9482412378,-1.0988871034,1.2338825767,2.3314059111,-0.1542392436,-17.5597694938,8.8449844006,-0.7462707688,100.3916761175,4190.0897202531,4057.4177597627
-0.3332022149,2.7786970313,0.2566187394,-17.4237579460,-1.3224570995,0.4025059578,-1.5051454029,2.4126325552,0.2431373318,-14.5638382416,-9.3959166424,-0.0120024703,125.6782448766,2708.9513076965,2542.8630527772
-2.2271823611,1.6351364848,-0.2079686381,-11.4683552843,-13.8627345555,-0.0308094228,-2.2882528422,1.5582744229,-0.2085386825,-10.9136817787,-14.3070796557,-0.1780978162,9.4476397056,2280.6697235323,2268.1842128107
-2.6791042049,-0.6085119345,0.0260735235,3.7567186248,-17.9136981543,0.0924213828,-2.6316862893,-0.8038316581,0.0280900045,4.9214114358,-17.7870504374,0.3029513994,18.9234539767,3101.0526883206,3076.0444405377
-1.1806290654,-2.4278339530,-0.1204991472,16.6018815594,-7.3458133505,0.6775378629,-0.9270209267,-2.5282249159,-0.1124538033,17.0667225650,-5.8778018873,0.3012231316,26.1467578203,2181.5165601395,2146.9622952355
2.7324692519,-0.1727834631,-0.0802024640,-0.3979217383,17.9669497283,0.1827255709,2.6539027910,0.4403888018,-0.0709833071,-4.0816731563,17.9922612493,0.2923754124,58.7251685566,4897.2410278500,4819.6330950527
0.7449377289,-2.7860077480,0.1576180493,15.6838044651,5.7224798538,-0.8487449868,1.1456246384,-2.6075289906,0.1300450438,15.2909823180,8.1175212406,-1.3269565842,44.7030817896,3421.7033189463,3362.6261687934
-2.6702252216,1.2447867205,-0.1799880792,-7.1979570393,-15.4429266604,0.8236235430,-2.9925283616,-0.0682862563,-0.0591611626,-0.2124334374,-16.5153736372,1.1458085614,137.8569211066,2828.0459695611,2645.8611843152
-2.5551164479,1.2557737009,-0.2258488398,-8.5003621472,-16.0185813789,-0.7653063680,-2.5953269706,1.1771859242,-0.2294096456,-8.0467654071,-16.3161048048,-0.6895543744,8.4144400367,5087.2964694421,5076.1764694980
2.3348546150,-1.1114274648,-0.0741217053,9.0171462919,16.7647821646,0.4169335075,2.6683485645,-0.0565350602,-0.0521931930,1.7187936540,18.0024684046,0.7299522249,104.3341624570,4130.8033160497,3992.9208634153
2.3306030568,1.5019223076,-0.1054715705,-8.8461404841,15.3364362643,-0.9998507992,2.2792745492,1.5876097179,-0.1108282300,-9.2590696623,14.8859767862,-0.8919412369,9.8162280769,2896.4882369943,2883.5156007816
2.7714016364,-0.3066130924,0.1511390313,1.8346567455,17.4523981358,-0.1302813419,2.7893284668,-0.0245187015,0.1496178088,0.3516405231,16.9286318190,-0.0422318802,28.3884237120,1953.2295541930,1915.7128164629
2.6357155085,-0.4038961580,-0.0979543337,2.5226604919,18.3866898592,-0.7493371617,2.2241996917,1.2957328119,-0.2092506252,-10.5365359627,16.3145567733,-0.9729865808,163.3987213095,3241.7295613768,3035.5908924035
-1.5854635984,2.2750596966,0.2033442301,-15.5149805329,-10.2966396835,1.8468794025,-2.2002070559,1.7506868325,0.2520323347,-11.8861078774,-13.0690001927,0.3606445088,76.7747213389,2756.0202120211,2654.5587888370
-1.0739114209,-2.4950868423,-0.1659442824,16.6150469346,-5.6082962893,-2.4374700808,-1.0564670722,-2.5008919253,-0.1685038984,16.6501893184,-5.4615820595,-2.4435497509,1.8159512725,2545.3068429066,2542.9069748581
0.1243727139,-2.6629627147,-0.2046184435,18.2570357140,1.1288453215,-0.4524961944,0.5048916845,-2.6117313961,-0.2070218363,17.6919448112,3.6017873927,0.2625506064,36.9524406490,2125.8095268293,2076.9749834105
-2.6770965002,1.2299500492,-0.1791840390,-7.1281318420,-15.4903926951,0.8527415048,-2.7542766359,1.0485284956,-0.1673669542,-6.2780675930,-16.0169904066,1.1994038250,19.9311211238,2825.8509689693,2799.5109635520
1.0116527951,-2.4707290715,-0.2252063682,16.8356950867,7.3798232196,-0.4109943763,1.9503824353,-1.7690746939,-0.2363027807,12.4337209370,14.0987537791,0.0131515621,110.1591732729,6891.9447839258,6746.3639808853
1.6075749133,2.2284395079,-0.1274869568,-12.6475523248,11.7025849113,-0.0584994490,0.6039759281,2.8013641055,-0.0667641203,-15.4439400758,4.1427388922,1.7340749678,123.8173489108,3418.5150695568,3254.8846314009
2.7292856826,-0.6022730378,-0.2656486577,3.7883602563,17.3167108545,0.0276390766,2.7539608812,-0.4750729058,-0.2645040644,2.9659069562,17.5014488276,0.2858283515,12.6486951924,3581.4336408058,3564.7177452523
2.1149735854,1.6266784781,0.1207506226,-11.5189571063,13.8488085408,2.1529318138,0.4990113101,2.6435668956,0.2691262408,-17.7438954700,4.5727870048,0.1457297100,184.6508207547,4272.1672523031,4028.1416844688
1.4346511619,2.3736792184,-0.2724675075,-14.7175292357,10.1414611301,-0.3065518983,1.1368173334,2.5591045878,-0.2751063153,-15.3841551965,8.5541478516,0.1056224460,34.2070567335,3013.6799446232,2968.4736889227
1.5536866480,2.2672101146,-0.1196175754,-15.3943208369,9.4376636334,1.3084829871,1.1304101841,2.4710093557,-0.0793844945,-17.3013987420,6.2880949814,1.8067881482,44.7384239451,3156.3073029530,3097.1832205181
-0.9959619935,2.7018856130,0.0980709434,-16.0986076906,-5.6058376326,1.7517159001,-1.8700292655,2.2305219923,0.1986870060,-12.8784964375,-10.9931494523,1.1977232429,103.2253666934,2561.0185965322,2426.4198530233
-2.8632501229,-0.9772721973,-0.0723861351,4.6058715883,-14.3422848911,-0.3951109790,-2.6562929097,-1.4397322882,-0.0821881419,7.4576220191,-12.6836316587,0.0526541215,60.0091567369,2823.1299563840,2743.8251753608
1.3357765893,2.2329755808,0.0363370632,-16.0097470789,11.4153737074,-0.6925263512,0.4465611242,2.6719530866,-0.0194032992,-17.7703891443,4.7905801483,-1.1229063944,90.1441029687,3110.9606590909,2991.8308015595
2.3926758435,1.2917620648,-0.2753991877,-9.0186226825,15.7596367839,0.7035327470,2.2991956500,1.4432502211,-0.2692525243,-9.8802439675,14.8660092818,0.5268323441,17.1274132106,1987.2176794356,1964.5829205163
-2.6491663909,1.3640410769,-0.1656942807,-8.0260340251,-14.5606429550,0.1898227456,-2.6858021666,1.2948007580,-0.1644109663,-7.5256752609,-14.8306753504,0.3552427304,8.1574411672,2455.0109373067,2444.2304617514
2.3837118253,1.3073077350,-0.2747103865,-9.1052834944,15.6713688189,0.6890435552,2.1971884828,1.5859198770,-0.2652700451,-10.7486382571,13.9903168328,0.2619860293,32.5420851001,1984.9542033595,1941.9481745151
2.4592204650,-0.9751891917,-0.2253094424,7.4856797865,17.0837480870,0.3142498504,2.6990935263,0.1241273127,-0.2210394951,0.2204690156,18.3746171980,-0.1585096562,105.6993323672,4833.9145824505,4694.2274768736
-1.9990570237,-1.8797287944,-0.1537130638,12.2385701676,-12.8169597354,0.4483407244,-1.6944680450,-2.1418104293,-0.1407019385,14.7342057402,-10.3988928984,0.5656343820,39.3955354072,1950.9364198757,1898.8731771038
0.5171499159,2.7657869448,-0.1186484256,-17.2786283059,2.8730993106,0.4926910060,-0.0570153212,2.7956628555,-0.1046957855,-17.9376723301,-0.5144056493,0.3116502137,56.4261076731,2362.8306128055,2288.2608529777
-1.5170435997,-2.5458367875,0.0429701789,14.9700978886,-7.2767907383,-1.3083074268,-1.4887515670,-2.5593248757,0.0405236988,15.0987005256,-7.0582740405,-1.2917237429,3.2582647673,2552.8342794157,2548.5283199934
1.3832871779,2.4242696119,-0.2230786717,-15.2916447859,7.7881059198,0.6123952347,0.9938468359,2.5730582983,-0.2104903773,-16.4206508122,4.3092237153,0.3802277902,42.4831159337,2105.1862495436,2049.0427883232
0.6250381670,-2.5832071467,-0.1426763135,16.2827041408,4.3268851843,-0.4959908370,1.4506936547,-2.2061754355,-0.1452360107,14.7080461656,9.9703589038,0.4790163920,92.4735270924,2794.0674592891,2671.8590341638
-0.8386896299,-2.5509236640,0.1298449049,18.3319980235,-5.9672052415,-2.4747077536,-0.1822848843,-2.6840766778,0.0489688836,19.2527913995,-1.6052212004,-2.0266929541,59.7051780599,3220.0728397339,3141.1698433678
-2.7718240686,0.5616624787,0.1803668713,-3.1486473448,-16.8261283857,-1.4790731339,-2.6741733156,-0.8227479221,0.0347849405,5.8047680508,-16.0282707858,-0.9097091158,146.5236493660,2741.7207532721,2548.0824834320
-2.8727662047,-0.4893287820,0.1971058607,1.6438347743,-17.2651855622,-1.2483549537,-2.8419681162,-0.7324661820,0.1775224094,2.6977844261,-17.1469329338,-1.4809727625,24.4010349072,2653.5879663608,2621.3408406842
-2.7586959694,0.1891539888,0.2593410182,-1.2563364855,-17.9517205468,-0.2803664758,-2.7598091414,-0.1529503134,0.2516719378,1.1390686783,-18.4239319472,-0.5340640499,32.5292854270,3254.7396318693,3211.7504905017
2.6590979218,0.9044627943,-0.0184608123,-5.9297640154,16.8764391725,0.0611570648,2.6394793097,0.9581007791,-0.0182677478,-6.3817663660,16.7837081006,0.0603108725,5.5180496835,2451.6135328397,2444.3211538851
1.7679638875,-1.9598820133,-0.1126287307,14.4522230074,12.1720051392,0.4190623348,2.6381088826,-0.7120622667,-0.0839039621,5.5560818944,17.1010912273,0.7196553411,144.1861807748,5238.7822272280,5048.2340907176
-0.3899748111,-2.8003984429,0.2422145455,17.8872183733,-1.5958211653,0.1609905335,0.0294324236,-2.8192596133,0.2368810754,17.6083318824,0.1427811492,-0.7191946299,40.6280927028,1716.6482419505,1662.9561454428
-1.7440997593,2.0815406496,-0.1628005668,-15.0243370190,-11.2972319976,0.8228713108,-2.4609025421,1.3121447614,-0.0764355161,-9.7667412861,-15.3864559869,1.7159551274,97.2936018530,3087.2695136553,2958.6916077922
2.6115250311,-0.4280504117,-0.0273052154,1.6393392274,18.7559721374,-0.3157221533,2.6224479557,-0.1347105974,-0.0379715940,-0.2109062791,18.8872896254,-1.0499292163,26.9528030317,1820.5943734316,1784.9749017846
-2.7875768988,0.9123379054,-0.0505882148,-3.4872019414,-16.3479210701,-0.6617565351,-2.8146046480,0.7588210375,-0.0563446222,-2.3336586023,-16.7273915687,-0.5794262716,16.0715419079,3188.8237091760,3167.5844352505
-0.7238153483,2.8285488598,0.1021506566,-16.4799103489,-3.7405488213,1.5475298843,-1.8755764306,2.2149089742,0.2154653275,-13.1852090528,-11.6280110328,1.0418935138,129.4466189467,2731.2612598188,2560.1917991120
-0.0945714363,2.8018394647,-0.1274299183,-17.6923232777,1.0963129545,-0.2788561369,-0.5891876633,2.7883994892,-0.1457585447,-17.2324998450,-2.0089575769,-1.0199757298,48.9221460350,2868.5097801688,2803.8566596695
2.6484478108,-0.1076904956,0.0869762345,-0.4080242462,18.4612503544,-1.1133095500,2.6278989364,0.1811996453,0.0662405469,-2.2125427717,18.2975610530,-1.5261036331,27.1886913794,3347.7124989490,3311.7812598887
-0.1434411830,2.6547311064,0.0096870702,-18.3423490034,-0.3416401787,-1.0647090104,-1.3231287230,2.4007366795,-0.0645544482,-16.2380502840,-7.4109764806,-0.9818307400,120.7217783419,2062.1812877927,1902.6426101111
