Delta-v Total [km/s],Initial Delta-V [km/s],Final Delta-V [km/s],Transfer Time [days]
2.8971990982410727,1234.8872968144908,1662.311801426582,150.0
2.8118575925525935,1205.984097840658,1605.8734947119358,150.0
2.7283996464293643,1178.398696049319,1550.0009503800454,150.0
2.6469835281345406,1152.225349245006,1494.7581788895345,150.0
2.567780200543946,1127.561990004637,1440.2182105393088,150.0
2.4909739032794915,1104.5093640289047,1386.4645392505865,150.0
2.416762690792244,1083.1698978206039,1333.5927929716402,150.0
2.3453589310637106,1063.6462796144315,1281.712651449279,150.0
2.276989777018155,1046.039753768235,1230.9500232499204,150.0
2.211897627519532,1030.4481508422732,1181.4494766772589,150.0
2.150340591637433,1016.9637024674994,1133.3768891699337,150.0
2.0925929505881062,1005.6707196947349,1086.9222308933713,150.0
2.0389455655872486,996.6432423265571,1042.3023232606913,150.0
1.9897060945818013,989.9427901847487,999.7633043970525,150.0
1.9451987462938498,985.6163603893101,959.5823859045397,150.0
1.9057631147095102,983.6948132419783,922.0683014675318,150.0
1.8717514188561046,984.1917708493994,887.5596480067052,150.0
1.8435232721852022,987.1031177227791,856.4201544624229,150.0
1.8214370187241737,992.4071450407341,829.0298736834395,150.0
1.8058368377748129,1000.0653265794524,805.7715111953606,150.0
1.7970353812239677,1010.0236624027326,787.011718821235,150.0
1.7952927361157562,1022.2144837645219,773.0782523512343,150.0
1.8007938707416127,1036.5585847493694,764.2352859922433,150.0
1.8136280150925184,1052.9675353291984,760.6604797633197,150.0
1.833774030750974,1071.3460359134488,762.4279948375251,150.0
1.8610952184772145,1091.5941917596049,769.5010267176096,150.0
1.8953451524823985,1113.6096120556538,781.7355404267447,150.0
1.936183624904043,1137.2892681744613,798.8943567295815,150.0
1.9831996097620483,1162.5310743666514,820.6685353953967,150.0
2.0359370992762784,1189.2351790914727,846.7019201848053,150.0
2.0939199102873403,1217.3049747283826,876.6149355589578,150.0
2.156672709036615,1246.6478471655273,910.0248618710879,150.0
2.2237369339871944,1277.1756951559544,946.5612388312402,150.0
2.294681509064438,1308.8052532703275,985.8762557941103,150.0
2.369109009777951,1341.4582528380138,1027.650756939937,150.0
2.4466582816059543,1375.0614535106522,1071.596828095302,150.0
2.5270045384651825,1409.5465749083905,1117.4579635567916,150.0
2.6098578297739397,1444.8501539326146,1165.007675841325,150.0
2.6949605647856743,1480.9133492584504,1214.0472155272241,150.0
2.7820845862358397,1517.6817106032536,1264.4028756325858,150.0
2.8710281209059083,1555.104926793077,1315.9231941128312,150.0
2.9616128100098145,1593.1365635320778,1368.4762464777368,150.0
3.575430746544619,1477.613196090153,2097.8175504544656,150.0
3.47845434523264,1440.2465146952402,2038.2078305373996,150.0
3.3824355268747395,1403.588486966177,1978.8470399085625,150.0
3.2874546584756406,1367.6957671063853,1919.7588913692553,150.0
3.1935998303225075,1332.6298568632533,1860.9699734592539,150.0
3.1009675768672826,1298.4573973265174,1802.510179540765,150.0
3.0096636374136034,1265.2504267244162,1744.4132106891873,150.0
2.9198037498796223,1233.0865837025474,1686.717166177075,150.0
2.8315144683006617,1202.0492304217807,1629.4652378788812,150.0
2.744933992103388,1172.227464293268,1572.70652781012,150.0
2.6602129928849068,1143.715981690652,1516.4970111942548,150.0
2.5775154229827053,1116.6147521978176,1460.9006707848878,150.0
2.497019290195777,1091.0284588208651,1405.9908313749117,150.0
2.418917385349252,1067.0656593829283,1351.8517259663236,150.0
2.3434179545892357,1044.8376285577226,1298.5803260315133,150.0
2.270745316445475,1024.4568503083644,1246.2884661371106,150.0
2.2011404337748592,1006.0351483032239,1195.1052854716352,150.0
2.1348614596802378,989.6814679365297,1145.179991743708,150.0
2.0721842783319,975.4993574119802,1096.68492091992,150.0
2.013403046240035,963.5842346946807,1049.818811545354,150.0
1.9588306924975076,954.0205676374,1004.8101248601077,150.0
1.908799240175902,946.8791299434358,961.9201102324661,150.0
1.8636596486732095,942.2145184735964,921.445130199613,150.0
1.8237806414708089,940.0631208647002,883.7175206061087,150.0
1.7895456937119296,940.4417020979234,849.1039916140062,150.0
1.761347073871443,943.3467343624131,818.0003395090299,150.0
1.739575694779143,948.7545311832965,790.8211635958465,150.0
1.7246057298813753,956.6221736520038,767.9835562293715,150.0
1.7167737055163377,966.8891454205109,749.8845600958269,150.0
1.7163531882994625,979.4795351326919,736.8736531667706,150.0
1.723528042045578,994.3046282066083,729.2234138389698,150.0
1.7383688978896257,1011.2656975757191,727.1032003139067,150.0
1.7608180563918658,1030.2568134474707,730.5612429443952,150.0
1.7906868452683469,1051.1675199055096,739.5193253628371,150.0
1.827666631411514,1073.8852640302537,753.7813673812602,150.0
1.8713513108693483,1098.2975039751648,773.0538068941836,150.0
1.9212666000913852,1124.2934603817819,796.9731397096033,150.0
1.97690071341744,1151.7655069804057,825.135206437034,150.0
2.037731948304861,1180.6102195784026,857.1217287264582,150.0
2.103250525433458,1210.7291178740911,892.5214075593669,150.0
2.1729738708796074,1242.029142684927,930.9447281946804,150.0
2.2464558479828893,1274.4229137798918,972.0329342029976,150.0
2.3232911236123255,1307.828812174376,1015.4623114379494,150.0
2.4031160202907236,1342.170926943245,1060.9450933474786,150.0
2.485607071316557,1377.3789014964682,1108.2281698200889,150.0
2.570478237566841,1413.387708704153,1157.0905288626877,150.0
2.6574774729709834,1450.1373788152698,1207.3400941557136,150.0
2.746383093791942,1487.5726991359381,1258.8103946560036,150.0
2.83700023063572,1525.6429000823855,1311.3573305533346,150.0
2.929157518351058,1564.30133855614,1364.8561797949178,150.0
3.5195486952548753,1452.2863443920933,2067.262350862782,150.0
3.421610257068293,1414.1624865139518,2007.4477705543418,150.0
3.3245887913724728,1376.7193164462592,1947.8694749262133,150.0
3.2285640264151954,1340.0135617973526,1888.5504646178426,150.0
3.133623743645958,1304.1071473628067,1829.5165962831513,150.0
3.0398645916551614,1269.0675705337208,1770.7970211214406,150.0
2.9473929561503907,1234.9682545659502,1712.4247015844405,150.0
2.8563258801866223,1201.8888586078533,1654.4370215787692,150.0
2.766792025557658,1169.9155170280821,1596.8765085295756,150.0
2.678932662602967,1139.1409733818305,1539.791689221136,150.0
2.5929026720234876,1109.6645666529994,1483.238105370488,150.0
2.5088715392091343,1081.5920198770586,1427.2795193320756,150.0
2.427024319883917,1055.034974956093,1371.9893449278238,150.0
2.3475625566274827,1030.1102139842192,1317.4523426432636,150.0
2.2707051301344348,1006.9385087561707,1263.766621378264,150.0
2.196689037671471,985.6430487439043,1211.0459889275667,150.0
2.1257701037306296,966.3474161241912,1159.422687606438,150.0
2.0582236417183832,949.1731062700518,1109.0505354483314,150.0
1.9943450941630443,934.2366338880656,1060.1084602749786,150.0
1.9344506702590807,921.6463166954214,1012.8043535636592,150.0
1.8788779546519163,911.4988850113474,967.3790696405689,150.0
1.8279863550606854,903.8761184062554,924.1102366544301,150.0
1.7821570619748521,898.841748770245,883.3153132046072,150.0
1.741791894876735,896.4388818575371,845.3530130191979,150.0
1.70731002231068,896.6881685798987,810.6218537307813,150.0
1.6791411490892945,899.5869012439731,779.5542478453214,150.0
1.6577135444507376,905.109124680239,752.6044197704985,150.0
1.6434355286320945,913.2067512523349,730.2287773797595,150.0
1.636670063158664,923.8115697134715,712.8584934451924,150.0
1.6377040473853646,936.8379579144823,700.8660894708822,150.0
1.646716474379749,952.1860605584927,694.5304138212564,150.0
1.663751749240684,969.7451799388119,694.006569301872,150.0
1.6887048735539243,989.3971465574465,699.3077269964778,150.0
1.721323016306139,1011.0194788241829,710.3035374819563,150.0
1.7612237636144836,1034.4881954826772,726.7355681318064,150.0
1.8079259166649972,1059.6802005196157,748.2457161453815,150.0
1.8608860739980404,1086.475210259314,774.4108637387264,150.0
1.9195342148559678,1114.7572316706212,804.7769831853466,150.0
1.9833034679892827,1144.415628203632,838.8878397856508,150.0
2.051651878583063,1175.345825529376,876.3060530536869,150.0
2.124076175301698,1207.449716405953,916.6264588957449,150.0
2.200118830625458,1240.6358240171564,959.4830066083016,150.0
2.279370168063387,1274.8192788681242,1004.5508891952625,150.0
2.3614671924617046,1309.9216576414497,1051.5455348202552,150.0
2.4460904947192095,1345.8707247581624,1100.219769961047,150.0
2.5329602049502826,1382.6001097410203,1150.3600952092622,150.0
2.6218316366928525,1420.0489464211757,1201.7826902716765,150.0
2.712491011684579,1458.1614938719686,1254.3295178126104,150.0
2.8047514782937895,1496.8867537877913,1307.864724505998,150.0
2.8984495219918323,1536.1780948293406,1362.2714271624916,150.0
3.4648323189593087,1427.8401223163994,2036.992196642909,150.0
3.3659298130636106,1388.9561028508042,1976.9737102128065,150.0
3.2679007084734866,1350.7222503492355,1917.178458124251,150.0
3.1708236694361194,1313.195016310366,1857.6286531257533,150.0
3.0747857092890682,1276.436377150654,1798.3493321384142,150.0
2.979883102500194,1240.5143000038488,1739.3688024963453,150.0
2.8862223725015825,1205.5032018970523,1680.71917060453,150.0
2.7939213514834202,1171.484381548609,1622.4369699348108,150.0
2.703110304378029,1138.5463954873844,1564.5639088906448,150.0
2.6139331045610597,1106.7853411876308,1507.147763373429,150.0
2.526548443589673,1076.3049996649306,1450.2434439247425,150.0
2.441131052140097,1047.2167790656206,1393.9142730744766,150.0
2.357872905132723,1019.6393903090994,1338.2335148236232,150.0
2.2769843821977576,993.6981776071476,1283.2862045906102,150.0
2.198695356813343,969.5240232891745,1229.1713335241686,150.0
2.123256195276182,947.2517511816252,1176.0044440945567,150.0
2.050938660871165,927.0179696530786,1123.9206912180862,150.0
1.982036737531852,908.9583279069203,1073.0784096249315,150.0
1.9168674045584897,893.204209266612,1023.6631952918775,150.0
1.8557713956344197,879.8789520797765,975.8924435546433,150.0
1.799113937214364,869.0937668630469,930.0201703513172,150.0
1.7472853481503199,860.943596357834,886.3417517924859,150.0
1.7007011527514613,855.5032275266666,845.1979252247947,150.0
1.659800980951324,852.8239937730567,806.976987178267,150.0
1.6250450104106222,852.9313876957802,772.1136227148419,150.0
1.5969061470832164,855.823834203003,741.0823128802135,150.0
1.5758557955783026,861.4727580829945,714.383037495308,150.0
1.5623413642090962,869.8239387459224,692.5174254631738,150.0
1.5567550708774878,880.8000048681254,675.9550660093623,150.0
1.5593963805428668,894.3038097318445,665.0925708110223,150.0
1.5704339540779186,910.222362675891,660.2115914020277,150.0
1.589875734388696,928.4309792248216,661.4447551638743,150.0
1.6175557271296803,948.7973457665721,668.7583813631082,150.0
1.6531422148383734,971.1852593953207,681.9569554430527,150.0
1.6961659251779433,995.4578822751643,700.708042902779,150.0
1.7460611113543667,1021.4804272227394,724.5806841316272,150.0
1.8022101780219684,1049.1222566316944,753.087921390274,150.0
1.8639837908741836,1078.258425268989,785.7253656051945,150.0
1.9307717855089628,1108.7707282731583,822.0010572358046,150.0
2.0020036609124907,1140.5483311753583,861.4553297371323,150.0
2.077159810403656,1173.4880625862047,903.6717478174513,150.0
2.1557756996315227,1207.4944461600833,948.2812534714395,150.0
2.237441303877982,1242.4795398660833,994.9617640118987,150.0
2.321797732994013,1278.362639995523,1043.4350929984903,150.0
2.4085324479046326,1315.0698964317623,1093.4625514728702,150.0
2.4973739921814184,1352.5338755500934,1144.8401166313251,150.0
2.588086792243176,1390.6930982438682,1197.3936939993077,150.0
2.680466323583392,1429.4915731613385,1250.9747504220536,150.0
2.7743347765318065,1468.8783392850557,1305.4564372467505,150.0
2.869537257306939,1508.8070273249161,1360.730229982023,150.0
3.411342705250127,1404.32102037575,2007.021684874377,150.0
3.3114773412336342,1364.6765091230393,1946.8008321105951,150.0
3.212438903420347,1325.6491235102797,1886.7897799100672,150.0
3.114304525047336,1287.2946497224348,1827.0098753249008,150.0
3.0171599373590907,1249.6746928997682,1767.4852444593225,150.0
2.921100482616586,1212.857238299629,1708.243244316957,150.0
2.826232226305093,1176.917225225612,1649.3150010794807,150.0
2.732673167945984,1141.9371145608602,1590.7360533851236,150.0
2.640554545554991,1108.0074221513137,1532.5471234036772,150.0
2.550022223154497,1075.2271795018905,1474.7950436526064,150.0
2.461238143937,1043.7042702520037,1417.5338736849965,150.0
2.374381824126114,1013.5555760464079,1360.8262480797061,150.0
2.2896518552040463,984.9068496903564,1304.7450055136896,150.0
2.2072673765439865,957.8922187671446,1249.375157776842,150.0
2.127469478860077,932.6532122924525,1194.8162665676243,150.0
2.0505225039812034,909.3372009376193,1141.1853030435839,150.0
1.976715220589817,888.095153526493,1088.620067063324,150.0
1.906361878888938,869.0786450048672,1037.2832338840708,150.0
1.8398031744850114,852.4361088861542,987.3670655988572,150.0
1.7774071680896277,838.3084117292573,939.0987563603703,150.0
1.7195701829770558,826.8239335117405,892.7462494653153,150.0
1.6667175882340666,818.0934521360041,848.6241360980624,150.0
1.6193041096994598,812.2052303321866,807.0988793672733,150.0
1.5778128331891983,809.2207614533578,768.5920717358402,150.0
1.54275136685252,809.1716223275599,733.5797445249599,150.0
1.5146428322364176,812.0577940806197,702.5850381557979,150.0
1.4940088103200733,817.8476533294886,676.1611569905846,150.0
1.4813417169849759,826.4796350644709,654.8620819205048,150.0
1.4770660814533592,837.865367151307,639.200714302052,150.0
1.4814921758780093,851.8939170599594,629.59825881805,150.0
1.494770443586114,868.4367031216918,626.3337404644221,150.0
1.5168586162716298,887.3526132921469,629.5060029794829,150.0
1.5475122982498457,908.4929319299356,639.0193663199101,150.0
1.5863033117180327,931.7057748186145,654.5975368994182,150.0
1.6326611584165058,956.8398470723304,675.8213113441756,150.0
1.6859264055873893,983.7474451584501,702.1789604289391,150.0
1.7454036319417106,1012.2867092030842,733.1169227386263,150.0
1.8104050282954052,1042.3231899343323,768.0818383610728,150.0
1.8802808656535595,1073.7308274241348,806.5500382294246,150.0
1.9544372163165886,1106.3924511820624,848.0447651345261,150.0
2.0323435421687233,1140.1999092393085,892.1436329294146,150.0
2.11353332351695,1175.0539233167806,938.4794002001694,150.0
2.1976005116807715,1210.8637524638636,986.7367592169078,150.0
2.2841938646225097,1247.5467318067508,1036.6471328157588,150.0
2.3730105189088504,1285.027738153619,1087.9827807552313,150.0
2.4637896000691004,1323.2386211667558,1140.5509789023445,150.0
2.5563062940009114,1362.1176279886763,1194.188666012235,150.0
2.6503665633495705,1401.6088405811126,1248.757722768458,150.0
2.7458025539476085,1441.661638391845,1304.1409155557635,150.0
2.842468662427131,1482.2301939919696,1360.2384684351618,150.0
3.359143044559853,1381.7768878430425,1977.3661567168108,150.0
3.258319681126914,1341.3745529227322,1916.945128204182,150.0
3.1582739799513653,1301.5538676712151,1856.7201122801503,150.0
3.0590810388455187,1262.3695277050258,1796.7115111404933,150.0
2.960824741346884,1223.8822948492102,1736.9424464976735,150.0
2.863598870570468,1186.159656032292,1677.4392145381757,150.0
2.7675083491962233,1149.2765182154276,1618.2318309807958,150.0
2.6726706098028674,1113.3159233362428,1559.3546864666246,150.0
2.5792170953388367,1078.3697579283885,1500.8473374104483,150.0
2.4872948832793123,1044.5394197535413,1442.7554635257711,150.0
2.397068418786239,1011.9363880710421,1385.1320307151968,150.0
2.3087213321345423,980.6826250310277,1328.038707103515,150.0
2.2224583044938484,950.910713715145,1271.5475907787036,150.0
2.1385069354474378,922.7636152752701,1215.7433201721676,150.0
2.0571195580918173,896.393906774265,1160.7256513175523,150.0
1.9785749470662575,871.9623481936741,1106.6125988725832,150.0
1.9031798758068765,849.6356294565045,1053.544246350372,150.0
1.8312705047436186,829.5831758506151,1001.6873288930034,150.0
1.7632136197218184,811.9729525742356,951.2406671475828,150.0
1.6994077753215904,796.9663124753645,902.4414628462259,150.0
1.640284395770172,784.7120733127763,855.5723224573959,150.0
1.5863087824672255,775.3401766443235,810.9686058229021,150.0
1.5379806779184237,768.9554388160337,769.0252391023898,150.0
1.4958334390982357,765.6320127137143,730.2014263845215,150.0
1.4604299327796273,765.4091938476657,695.0207389319615,150.0
1.4323521174971714,768.2890995500702,664.0630179471011,150.0
1.4121804179763897,774.2365311751864,637.9438868012033,150.0
1.400459398835169,783.1810383716874,617.2783604634816,150.0
1.3976491098055432,795.0209091059377,602.6282006996056,150.0
1.404067300390098,809.6285781753667,594.4387222147312,150.0
1.4198348290852554,826.8568267597914,592.9780023254638,150.0
1.4448407472277152,846.5451463862812,598.295600841434,150.0
1.478740288211589,868.5257394260128,610.214548785576,150.0
1.520988239494744,892.6287828997025,628.3594565950416,150.0
1.570897740131072,918.6867493176462,652.2109908134257,150.0
1.6277077130717144,946.5377247264541,681.1699883452602,150.0
1.6906435543864595,976.0277727625206,714.6157816239389,150.0
1.7589623091363626,1007.0124607929446,751.9498483434178,150.0
1.8319805399390963,1039.3576956209185,792.6228443181776,150.0
1.9090875487143357,1072.940021196202,836.1475275181339,150.0
1.98974822891115,1107.6465190710808,882.1017098400695,150.0
2.0734996020388317,1143.374432078091,930.1251699607403,150.0
2.159944114989144,1180.0306086579199,979.9135063312241,150.0
2.248741724185477,1217.5308430147154,1031.2108811707612,150.0
2.3396019541125437,1255.7991667120261,1083.8027874005174,150.0
2.4322765431257403,1294.7671311569347,1137.5094119688054,150.0
2.5265529343241084,1334.3731076791032,1192.1798266450053,150.0
2.6222486683307062,1374.561622231638,1247.6870460990683,150.0
2.7192066318088894,1415.2827346397462,1303.9238971691432,150.0
2.817291070230325,1456.491467261951,1360.799602968374,150.0
3.308298445896529,1360.256715433194,1948.041730463335,150.0
3.2065260116080117,1319.1025732903101,1887.4234383177018,150.0
3.105479369322068,1278.4923155268702,1826.9870537951977,150.0
3.0052310466472587,1238.4790920040728,1766.751954643186,150.0
2.9058624683780785,1199.1223052756882,1706.74016310239,150.0
2.8074651672008937,1160.4883661395706,1646.976801061323,150.0
2.710142150553457,1122.6515120540314,1587.4906384994258,150.0
2.6140094344517917,1085.6946773636653,1528.3147570881263,150.0
2.519197751188878,1049.710394758048,1469.4873564308298,150.0
2.425854431562798,1014.8016940434251,1411.0527375193733,150.0
2.334145453180038,981.0829462758862,1353.0625069041516,150.0
2.2442576341130924,948.6805779199512,1295.5770561931413,150.0
2.1564009359960847,917.7335508594488,1238.667385136636,150.0
2.0708108237597442,888.3934708732638,1182.4173528864806,150.0
1.9877506134163943,860.8241526769485,1126.9264607394455,150.0
1.907513729452433,835.2004399358353,1072.3132895165975,150.0
1.8304257962363004,811.7060637967788,1018.7197324395216,150.0
1.7568465105135591,790.5303375541991,966.3161729593598,150.0
1.68717128744265,771.8635446522525,915.3077427903976,150.0
1.6218327303363527,755.8909970565517,865.941733279801,150.0
1.5613020063574823,742.7859263112085,818.5160800462737,150.0
1.5060901344443316,732.7016063895211,773.3885280548104,150.0
1.456748871253715,725.7633552869943,730.9855159667206,150.0
1.4138701453151383,722.0612557227513,691.8088895923869,150.0
1.378081721340375,721.6444998632529,656.4372214771221,150.0
1.350035110110408,724.518144593983,625.5169655164251,150.0
1.3303803718681477,730.6427596280474,599.7376122401002,150.0
1.3197228967012966,739.9370224356937,579.7858742656028,150.0
1.3185614402005157,752.2828713091297,566.2785688913859,150.0
1.3272154132935534,767.532486319736,559.6829269738173,150.0
1.3457596993104657,785.5162033462942,560.2434959641714,150.0
1.3739898946731173,806.0504910039339,567.9394036691833,150.0
1.411433438576318,828.9452897915662,582.4881487847518,150.0
1.4574046752183414,854.0102544814742,603.3944207368671,150.0
1.51108545265391,881.059685023831,630.0257676300789,150.0
1.5716074853241537,909.9161309988093,661.6913543253444,150.0
1.6381188759865635,940.4127901290133,697.7060858575502,150.0
1.7098278843894603,972.3948941166149,737.4329902728455,150.0
1.7860255112292598,1005.7202983738616,780.305212855398,150.0
1.8660924098298275,1040.2594827641967,825.8329270656309,150.0
1.9494960555413838,1075.8951431763371,873.6009123650467,150.0
2.035782856023123,1112.5215196531447,923.2613363699782,150.0
2.124568307860019,1150.043572859546,974.524735000473,150.0
2.2155270009763948,1188.3760906139316,1027.1509103624635,150.0
2.3083833801377813,1227.4427814841922,1080.9405986535892,150.0
2.402903631861006,1267.1753931820342,1135.7282386789718,150.0
2.49888876819412,1307.512879100065,1191.3758890940546,150.0
2.596168833104917,1348.4006259847063,1247.768207120211,150.0
2.694598097584394,1389.78974855459,1304.808349029804,150.0
2.7940510953559254,1431.6364520732207,1362.4146432827047,150.0
3.258875700134732,1339.8103656676813,1919.0653344670511,150.0
3.156167618263476,1297.914129506384,1858.2534887570919,150.0
3.0541311106391893,1256.5219356529515,1797.6091749862378,150.0
2.952835579640425,1215.684912056871,1737.1506675835537,150.0
2.8523593448375477,1175.4605508356874,1676.89879400186,150.0
2.752790941845894,1135.913555121101,1616.8773867247933,150.0
2.654230609569178,1097.11677845363,1557.1138311155476,150.0
2.5567919851625707,1059.1522526235387,1497.6397325390315,150.0
2.460604023433542,1022.1122908905555,1438.4917325429863,150.0
2.365813152091162,986.1006400309268,1379.7125120602354,150.0
2.27258566528128,951.2336351982012,1321.352030083079,150.0
2.181110344284086,917.6412846316875,1263.4690596523985,150.0
2.0916012755181645,885.468175589786,1206.1330999283784,150.0
2.004300812461755,854.8740483211462,1149.4267641406086,150.0
1.9194826019565987,826.0338333713024,1093.4487685852962,150.0
1.8374545717459068,799.1368948518157,1038.3176768940912,150.0
1.7585617639257285,774.3851800780225,984.176583847706,150.0
1.6831889103925546,751.9899632084438,931.1989471841107,150.0
