relative_r [AU],relative_t [AU],relative_n [AU],relative_vr [km/s],relative_vt [km/s],relative_vn [km/s],tof [days],m0_maximum [kg],mass_ratio
-0.22422442286369337,1.207106822272901,-0.0158843547716406,-248.9843745002505,-55.73803930233805,11.49254577550208,125.6782448766,2708.9513076965,1.065315454065804
0.003772821920353664,0.0980977698452094,-0.0005463863801409,-20.76050699082527,0.8754593758939109,-5.964320175368873,9.4476397056,2280.6697235323,1.0055046281739737
-0.0029593011617694565,0.2009786932642165,0.0010614768458982,-34.60283085989603,4.037296702308822,6.579578850936575,18.9234539767,3101.0526883206,1.0081300021070334
-0.02096459386958749,0.2720550268751002,-0.0025902048584324,-44.83132035411943,-7.138010301797067,-12.974202813348086,26.1467578203,2181.5165601395,1.0160944907978509
-0.11732530299692279,0.6070184837221821,0.0011143478795999,-109.59693423187231,-6.171093858161726,0.1043489438072984,58.7251685566,4897.24102785,1.0161024566116794
-0.07032180438265989,0.4338264809820066,-0.0037901381436318,-72.60693894729211,7.590488662678808,-9.957230419135977,44.7030817896,3421.7033189463,1.0175687534645275
-0.2695551426139562,1.3297875731321118,0.0405479427975776,-202.28303489248717,-59.02229660350764,0.1003638268135437,137.8569211066,2828.0459695611,1.068856516859577
0.0017011031106135555,0.0883329306125604,6.113922834595517e-05,-16.161912632477637,1.9534880806399997,1.0594409010693917,8.4144400367,5087.2964694421,1.002190625170523
-0.15284480128777256,1.0959340309715746,-0.0080078564714579,-212.30081141611578,-60.053274418662056,4.643593692269418,104.334162457,4130.8033160497,1.0345317268613392
0.0034723225838924066,0.0999676661115699,0.0002246896564523,-17.7154729353312,-4.747329794515736,2.286935078106087,9.8162280769,2896.4882369943,1.0044988957955296
-0.013265021431871471,0.2823535316341399,0.0012054557095115,-41.984066437257134,-20.397218713224845,4.757030070469445,28.388423712,1953.229554193,1.019583696161395
-0.6596795048952031,1.6218774574050367,-0.0693341999604305,-374.630228703908,-118.98695596266134,-25.31532232884425,163.3987213095,3241.7295613768,1.0679072629612762
-0.07496097246983702,0.8056433804367509,-0.0238022443868859,-132.43385130504734,-44.62704712456298,-30.496858734799623,76.7747213389,2756.0202120211,1.0382215770133882
-0.0014054080154339843,0.0185089345178079,-9.77738113416476e-06,-4.408367469198836,-0.6940254814649052,-0.5554205367392485,1.8159512725,2545.3068429066,1.0009437498391518
-0.033140932987591576,0.3824951947488339,0.0049209596313177,-75.77265987058345,-13.773199658721637,15.193692257512389,36.952440649,2125.8095268293,1.0235123406920439
-0.0063146897532804225,0.1974024702529553,0.0016082231901718,-30.127239327206777,4.102241326182764,8.317653403511635,19.9311211238,2825.8509689693,1.009408788092003
-0.29165443117007905,1.135133116519316,-0.0081138107963277,-235.10961445755422,-45.316436138952895,-8.259521788445717,110.1591732729,6891.9447839258,1.0215791504064973
-0.12519390608190673,1.1492267816675263,0.0523934221086165,-233.56505800681452,-64.08988150360477,42.756447465411085,123.8173489108,3418.5150695568,1.0502722697380131
-0.0034078197549969325,0.1295299858081121,0.0006470252367751,-25.72169385589587,0.10172044621333498,5.279865064673009,12.6486951924,3581.4336408058,1.004689262025237
-0.6535781968653134,1.799651920130406,-0.0387293153550213,-317.7849622521075,-110.66542712742034,-32.38231954466124,184.6508207547,4272.1672523031,1.06058018484682
0.0048698136842646456,0.3508099966086529,0.001775251198208,-51.6890476786008,-7.5434629181416994,7.173316679760684,34.2070567335,3013.6799446232,1.0152287877333033
-0.07284237341799837,0.4658217826523175,0.0044555364188658,-110.03350348191688,-5.452717638857962,10.475156135394158,44.7384239451,3156.307302953,1.0190896302302095
-0.13645532872991994,0.9887652097889642,0.0049146847567034,-184.18374164962353,-35.35451143610845,-6.680776036672133,103.2253666934,2561.0185965322,1.05547215719538
-0.04623179098207508,0.5046334435128221,0.0021005473179549,-96.63452908908894,-19.595332729783934,10.526578031903696,60.0091567369,2823.129956384,1.0289030007215278
-0.080542273398029,0.98978800565579,-0.0185749300857982,-196.41295568096783,-55.888199732165276,-12.121163726691892,90.1441029687,3110.9606590909,1.039818380594686
-0.01085756659007897,0.1777788879109971,-0.0013303412324141,-34.51721708888482,-11.538734427094369,-8.375435030538819,17.1274132106,1987.2176794356,1.0115214067489458
0.0008025250143157692,0.0783409620886665,0.0003135777210779,-17.179054383939736,0.3799699904719205,3.974716301949573,8.1574411672,2455.0109373067,1.0044105806404093
-0.030367501551559428,0.3339964589939868,-0.0053836086357367,-65.37482268118183,-21.036391330608353,-18.65884829276276,32.5420851001,1984.9542033595,1.0221458169732767
-0.1819532228429681,1.1098851480593157,-0.0331975548500459,-213.35494786613276,-44.65679521732875,-31.42444918557179,105.6993323672,4833.9145824505,1.0297572084576383
-0.04302574788611935,0.3997234230940759,0.0006990906470202,-103.5219785860582,-1.605928124862885,-2.2608533437635647,39.3955354072,1950.9364198757,1.027417967350146
-0.07668239948374822,0.5699558788158763,-0.004803281446126,-102.46634359331941,0.4856854188099078,-9.734669801696084,56.4261076731,2362.8306128055,1.0325879629198582
-0.0029309275342734864,0.0313011535257364,1.882061831342555e-05,-7.543875708687587,-0.08776972956405871,0.5983755365738042,3.2582647673,2552.8342794157,1.0016895866483098
-0.06457439562172684,0.4120177472514268,-0.00564284622894,-105.77274517500372,-22.623884825922403,-14.678496698795332,42.4831159337,2105.1862495436,1.0273998481341349
-0.17189798768952258,0.8911106125329475,0.0154727414742216,-175.71058214139353,-6.652983294173055,19.455015155338167,92.4735270924,2794.0674592891,1.0457390990926836
-0.08233833180331374,0.6695461934237794,0.0081326465013466,-131.18819068348415,-16.909941082151477,17.698374999043434,59.7051780599,3220.0728397339,1.025118984423174
-0.3791591603902482,1.342945442617146,-0.0076023171559163,-255.0438013005979,-78.80172549829126,26.658261510884824,146.523649366,2741.7207532721,1.0759937211998292
0.00912023999113476,0.2456882707540744,-0.0013870599158067,-31.93293122742549,2.1610125179100805,-4.632175500946184,24.4010349072,2653.5879663608,1.0123017675443469
-0.02291009653498932,0.3414242073237725,-0.0002136818272333,-72.53177453428408,9.162402686926157,-0.643594906969578,32.529285427,3254.7396318693,1.0133849567376838
-0.0013022823691621888,0.0570987271345937,-6.9481401991807215e-06,-13.634575643341778,1.7200453684923787,-0.1205882478021489,5.5180496835,2451.6135328397,1.0029833964096777
-0.3446146280135083,1.481834434093599,-0.0209526353284079,-286.6129867951786,-98.45963288245014,-0.9440011337591274,144.1861807748,5238.782227228,1.0377455032960474
-0.03947854231228165,0.4179380727339907,-0.0074719627382116,-52.19777256091271,-15.655581277954184,-21.636315202937023,40.6280927028,1716.6482419505,1.0322871391737172
-0.13431780169898389,1.0460998629883214,0.029478619266709,-195.173831014997,-41.06174954756261,16.890218212669343,97.293601853,3087.2695136553,1.0434576910700897
-0.03655657740319196,0.291393051112381,-0.0059190353771596,-54.78739871980491,-4.6586855914064245,-22.520027892493587,26.9528030317,1820.5943734316,1.0199551666588633
-0.021962097772724842,0.1544300698999801,0.0002897497326115,-36.206082185800376,-0.021458796946433267,1.8287732281213136,16.0715419079,3188.823709176,1.0067051958233975
-0.3048022155790959,1.2739543934065682,0.0091393347352039,-252.2922687302592,-37.241387221067725,-2.894138137095324,129.4466189467,2731.2612598188,1.0668190019068633
0.004082032309309813,0.4949633792266715,-0.0125049484447926,-91.80073631089658,-10.266875346882216,-26.38868983315364,48.922146035,2868.5097801688,1.0230586397048274
-0.03293166768341527,0.2884735124909536,-0.0028768634472934,-53.87901098841406,-6.42984446801961,-10.926474547605167,27.1886913794,3347.712498949,1.010849520617647
-0.19024534992201225,1.193933355469973,-0.0041849147078116,-213.62249009675685,-51.32635489434642,0.2651281755817285,120.7217783419,2062.1812877927,1.0838511010075003
-0.28828831596891824,1.0152805474026467,-0.0046762156188216,-203.63302739494185,-27.800373361417883,13.71393198286011,100.5137701717,2904.3894330247,1.0479271339180742
0.0023707464897855246,0.1153789061480346,0.0001684550760933,-15.579194244941503,-0.4152122662583224,1.8629178162416475,11.1466460832,2738.1287587368,1.005408976821644
-0.10032823614458364,0.6761252803149697,0.0065310614074155,-103.96429792461919,-20.16056487641606,7.58517573922253,61.4100880979,3205.4778667321,1.0259754843766544
-0.150618599738499,0.7334224032565461,-0.0167973957813066,-130.9523040034664,-10.866279318777401,-26.612560807123263,71.9992589645,2360.3171647086,1.0420059103006918
-0.058703339769056395,0.8616968318485162,0.0334642312268957,-147.80259777000077,-26.769837874896723,15.51121985133368,88.2026471834,2351.7853466454,1.0510810626260367
-0.00027123924742866734,0.0150766047740886,7.247870064232495e-06,-3.1604347422753616,-0.9310094229804236,0.5209403141829688,1.4491153196,2109.5313373809,1.0009086477930575
-0.10194089532480621,0.7364057124894414,0.013847676498879,-124.16346416886478,-42.17789625616098,18.729017679337133,76.4957114921,3445.2943051388,1.0302293375912108
-0.1684282410804263,0.7907842419234313,0.0083869536259731,-149.84572432418537,-15.301208232217107,8.388114621654584,77.9613237697,3973.4504850765,1.026619745685129
-0.03595030204712746,0.477842131337525,0.0183828749233305,-99.3281837489693,-2.2043064923983593,39.553444302853144,48.1210883603,1694.2971647491,1.0389981856091748
-0.11796853025815279,0.6875760286188526,-0.0101858488483939,-143.1184711471135,-14.402189561789783,-16.6852109835997,62.1183329715,4996.4166230958,1.0167047415133283
-0.0870620277408265,0.6596594052704938,-0.0067818702555669,-107.95152455222018,-12.883004807122234,-1.0256578520742294,69.0233291184,3103.1716708837,1.0302850730012945
-0.28962930344119364,1.092708584369508,-0.0224449007553662,-208.10026548953488,-39.37265077834911,-38.99873867809245,111.4361982081,2697.6981493255,1.057742446743107
-0.09453767419642123,0.646316577801922,-0.002687895166186,-130.294689707008,-9.086674640702313,-7.953332820646685,64.3455613816,2382.4542920469,1.0370135951089934
-0.07881699003714715,0.6769871770870954,-0.0116107101158272,-139.0221602696671,-27.727908161478183,-16.85572427648538,71.1614681751,3714.3413358065,1.0259767474303323
-0.05635490471088911,0.6663403519354881,-0.002271761014815,-112.52897298023615,-5.635136524738016,12.440745092163295,68.8723333917,2262.1129168095,1.0412072258843412
-0.41597314260710494,1.447586170503016,0.0494995203213829,-262.3895413229623,-89.39402802421773,14.547005849822972,159.7410445865,3433.40100839,1.0655137627966587
-0.040295897017824434,0.4775995973978171,0.0015875639527436,-98.15135273704759,-17.798015905787338,4.327881649098828,47.5956030723,3859.5109545495,1.0165672848991156
-0.6388998070517089,1.766840053875832,0.0085642655009885,-371.23103803632563,-143.33557938981875,-25.77126380305034,180.6261218376,3674.6745621512,1.0694727910472417
-0.5210121765311788,1.5241426422387474,-0.0248512149868948,-311.3602367537405,-81.0721445883035,-5.533598126704561,144.1928577823,2803.4593251933,1.072924163912071
-0.09571996550412365,0.6408572052441026,0.0094078745642308,-114.22333567273618,-30.281764492537093,11.804764198214327,63.3363706187,4056.2495751041,1.0210701110635756
-0.34532339329624273,1.1695256245814658,0.0430321452937403,-211.61832920045467,-26.1140899255804,20.48394425202966,116.74500716,3426.4609333198,1.047150019092555
-0.08059207453555173,0.6812186857296127,0.0149911911549653,-135.04670205466138,-37.981317239004966,24.98829621840292,63.2619543616,2427.5525630049,1.0356678176490657
-0.15871261916903068,0.7133202977469644,0.0057498170397516,-171.75002814744505,-33.400832360098946,6.38323511669385,73.3960623908,3087.0121168638,1.0324399651983538
-0.19802726101202595,0.8540410940358589,-0.0043707313330287,-186.56517605992713,-19.74195842482112,8.051963092952427,89.6640115978,2501.6467291893,1.0497216079507727
-0.08316877923494337,0.7139786500697083,-0.0062445196503983,-152.74358910399644,18.519429351655162,-9.204977891033776,65.2834245074,2417.7979423027,1.037003776036992
-0.18071828147159819,1.060589386594346,-0.0194408326337719,-239.07365260587966,-24.18670084606191,-8.532815974689282,112.1561869433,2738.707140899,1.0572168824107337
-0.4285944718136374,1.2990808075712412,0.0232156140833215,-260.6018482849361,-26.556478604266772,10.357618195032195,144.1072367536,2654.8541806235,1.0772782109492425
-0.013770574058933338,0.2917558515246665,0.0051912745871909,-54.39939056346037,-5.314352929757888,19.218989861426756,27.8379941049,2204.0243830339,1.016975242437658
0.011284126374461412,0.5242611870569147,0.0097761417449689,-89.83519148180793,-12.28840226461125,19.242534558996898,52.6115284456,3744.7222028605,1.018918390205937
0.011760515091226775,0.2784015257326729,0.0027618697735079,-38.88867234307765,-11.26116271091172,10.080843055417104,27.9736567979,2278.9486855709,1.0164892657589384
-0.3162329628746714,1.3395654844669784,-0.009624484856148,-267.36230010108443,-66.17149932627808,-8.075133189537185,139.5155610774,6244.5786932624,1.030424230969945
-0.05622807944098929,0.6172485739555622,-0.0053813656956503,-104.10097403763265,-13.458145673300237,-11.118753369997966,57.9603981542,4462.2379095135,1.0174655366965892
-0.22297049431444105,0.9082918916520354,0.0136980786602307,-189.5377374106487,-34.40256631951985,4.911796123820508,89.6151335046,3913.5751081505,1.0312051699638243
-0.0942055962988757,0.7001435116246137,0.0142981646749541,-130.7846685670399,-18.492500443695803,9.46820592949128,73.8228822513,2606.7638259869,1.0388806889043092
-0.048174925629648424,0.7029528802559364,-0.0062311757290575,-112.58436450918454,-23.19294231272454,-3.1660396102629234,63.2538002793,2859.2882158793,1.030116085339504
0.0009355677958673425,0.0695323380528553,-0.0002136555386985,-11.57039089789452,1.6488375858911013,-3.525152556672356,6.2963356271,2411.893181755,1.003461872887987
0.0034570863663581086,0.3388837804482748,0.0008012411744131,-74.36298998255816,-4.6941883155340065,2.31876821522627,31.2334635973,3290.3196151832,1.0127041971481328
-0.08513726126151377,0.5859116369244145,-0.000242765463109,-142.0298397873341,2.5722752901124295,-1.9396235250017029,56.2299588109,2569.9711585114,1.029776003119061
-0.2890105883555143,1.0218442962872367,0.020833738949613,-192.1023715673622,-30.843565475470996,12.019581310866858,96.5408095658,3087.8478464151,1.0430981745071115
-0.16905946245512915,1.0275645120671864,0.0067742091197635,-170.9321716831581,-39.71743198629173,16.506425991725987,100.3014335853,2873.0243238201,1.0483687975718612
-0.00970895469937405,0.2602657406995877,-0.0006623209294269,-49.3906756933313,-10.11027237165672,-5.617741528530641,25.8964861398,2665.0813571171,1.0130082270261795
-0.002665673703218463,0.2561465200408954,-0.0005176596183467,-29.864322766413096,-2.583849325372171,-2.069376563199418,25.1602184362,2119.2159267355,1.0159401098373213
-0.5038892029814304,1.3915269555484997,-0.0208831333352739,-284.1757814645379,-64.84969249609941,12.770359650901083,142.3945077432,2937.5979346728,1.06844368532703
-0.34087969999695433,1.2540559588311395,0.0775091465564106,-214.78455629440134,-89.79433101084487,49.315940629596845,136.9197591018,2657.7932143968,1.0730545127142637
-0.005947912548552203,0.0995207460317341,0.0001175657029769,-20.08678062979413,2.2775963650971107,1.3959059864496988,8.9199985872,4224.8954878431,1.0027979827861655
-0.07894687609297968,0.5290988018198508,0.0002541000311072,-93.11571947942333,3.5251960490170404,-1.1634996768580554,53.3801099526,3646.9242451511,1.0197251046962832
-0.5086915620890435,1.43895919607898,-0.0772382984380415,-269.2252174654106,-95.44678480698394,-43.46617459865914,145.0063540233,3386.6380166209,1.0599786409903234
-0.11880587386890573,0.8181740634650378,0.0273852812242935,-164.2781843850117,-22.315966955955105,26.79678791231259,82.6445606224,2578.5261525331,1.0442300978837917
-0.12464363509912113,0.996250845835134,0.0086945189843492,-213.1628336328819,-49.090027067763856,12.874844698308358,96.1241205165,5155.4173047701,1.0252630004559582
-0.0955497143750117,0.839424580655733,-0.0038582569074656,-130.64386520386623,-5.637364435207587,2.247969070381816,80.0633822806,3118.4555778271,1.0351210166357154
0.006862990869854535,0.0891277887854892,-1.0172586140810349e-05,-18.445189901310236,-4.714703505209172,-0.1215070318332809,8.4620264925,2962.3838694731,1.0037893079669111
-0.021085986691777858,0.2065830649794227,0.0001045545730946,-44.030058180813256,4.002196797254328,0.5679933105376853,18.6775211381,4146.8939799328,1.0059878629228067
-0.14515020690361968,0.8510801801966414,0.0147736981774383,-172.23110910868786,-20.355947940879105,21.04893856865451,74.1692275384,4622.2726397297,1.021665093795826
-0.049909455642059175,0.4425870205124343,-0.0078686320916981,-98.2366728244314,-16.1505727733404,-17.285163895756273,47.9136467279,3045.8531314411,1.0212303526633935
