r0 [AU],vr0 [km/s],vt0 [km/s],r1 [AU],t1 [AU],n1 [AU],vr1 [km/s],vt1 [km/s],vn1 [km/s],tof [days]
3.0,0.0,17.196077467085647,1.9360445639825405,2.245732729281044,0.0,-13.100797675007907,11.294188213863809,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.2538959945871664,0.0,-13.107368230688904,11.258926353339016,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.262059259893289,0.0,-13.11379245424676,11.22379375482736,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.2702225251994115,0.0,-13.120071796472166,11.188790261161472,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.278385790505534,0.0,-13.126207696473474,11.153915707499465,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.2865490558116566,0.0,-13.132201581718505,11.119169921497306,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.2947123211177787,0.0,-13.138054868077653,11.084552723478652,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.302875586423901,0.0,-13.143768959868272,11.050063926602103,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.3110388517300233,0.0,-13.149345249900328,11.01570333702601,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.319202117036146,0.0,-13.154785119523227,10.981470754070733,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.327365382342269,0.0,-13.160089938673783,10.947365970378504,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.3355286476483914,0.0,-13.16526106592531,10.913388772070814,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.343691912954514,0.0,-13.170299848537738,10.879538938903371,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.351855178260636,0.0,-13.175207622508772,10.845816244418698,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.360018443566758,0.0,-13.179985712626008,10.812220456096334,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.3681817088728807,0.0,-13.184635432519988,10.77875133550071,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.3763449741790033,0.0,-13.189158084718128,10.74540863842669,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.3845082394851262,0.0,-13.193554960699526,10.71219211504282,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.392671504791248,0.0,-13.197827340950544,10.679101510032291,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.4008347700973705,0.0,-13.201976495021212,10.646136562731666,0.0,250.0
3.0,0.0,17.196077467085647,1.9360445639825405,2.408998035403493,0.0,-13.206003681582336,10.613297007267382,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.0089980354034926,0.0,-12.800602246321548,12.387782699802404,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.017161300709615,0.0,-12.812229912340806,12.348857623560624,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.025324566015738,0.0,-12.823664130692029,12.310060629988874,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.03348783132186,0.0,-12.83490668707975,12.271391883859373,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.0416510966279824,0.0,-12.84595935541302,12.232851536076527,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.049814361934105,0.0,-12.85682389777876,12.194439723927845,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.0579776272402275,0.0,-12.867502064418478,12.156156571331955,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.06614089254635,0.0,-12.877995593708112,12.118002189083796,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.0743041578524726,0.0,-12.888306212141057,12.079976675096889,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.0824674231585947,0.0,-12.89843563431421,12.04208011464281,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.0906306884647172,0.0,-12.90838556291697,12.00431258058779,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.09879395377084,0.0,-12.918157688723117,11.966674133626416,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.1069572190769623,0.0,-12.927753690585517,11.92916482251255,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.1151204843830844,0.0,-12.937175235433513,11.891784684287366,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.1232837496892074,0.0,-12.946423978273014,11.85453374450456,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.13144701499533,0.0,-12.955501562189133,11.817412017452757,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.139610280301452,0.0,-12.964409618351304,11.780419506375068,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.1477735456075746,0.0,-12.973149766020924,11.743556203685884,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.1559368109136967,0.0,-12.981723612561236,11.706822091184842,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.1641000762198193,0.0,-12.990132753449611,11.670217140268008,0.0,250.0
