r0 [AU],vr0 [km/s],vt0 [km/s],r1 [AU],t1 [AU],n1 [AU],vr1 [km/s],vt1 [km/s],vn1 [km/s],tof [days],m0_maximum [kg],m1_maximum [kg]
2.788341642272314,32.78657532131759,540.2178044921019,2.632365232392088,1.1762142695964553,-0.0048678065093625085,-179.00545144567008,479.5463441233283,5.3380745897332265,116.74479035682816,4832.767376841909,4678.484218171323
2.812243629578815,11.15629059711801,511.2330204420658,2.781810365887477,0.4720823970878159,0.004621770316355115,-73.93788866137696,481.66954417350166,10.132795372021095,48.93615239551458,2998.9643055306105,2934.2926891418388
2.7670082890220487,40.2823117325234,493.18421906737245,2.7605833849949493,0.5685576283933623,-0.0011643096323372456,-57.15933221149916,492.2836289738806,1.41239445663134,60.174621313939994,2446.183422079614,2366.661545885366
3.0050461703251505,4.084483464853665,500.35305606198347,3.0005958784042486,0.17110538227387212,-0.0006605371766695391,-30.224745754839848,504.7626217016583,-3.881962538300684,17.553596782394877,3387.1886154139875,3363.9906382043564
2.834814623729847,-36.65963867135463,507.24464063625186,2.388180790674573,1.2939419497503066,0.049045914429148685,-284.24427453992723,453.6162523884307,34.282100999009465,139.75969197086172,3096.3189359624953,2911.6195384287553
2.7184584452015086,-45.61358647257982,549.0391686971436,2.644649299426734,0.42689037607672087,0.004164530187991365,-144.21925600284055,549.1197951920985,11.272534742887768,40.02911616140882,3097.183220518141,3044.2828428414164
2.779504880227913,-27.96258738359988,522.7776193139994,2.746177076824057,0.3002280578202907,0.0009274513762947299,-86.16904096593122,507.48509052981495,3.273278683440375,30.026311848349565,3708.650661819541,3668.969360238595
2.80280188354091,-0.37646980970959687,526.4919598894219,2.7616371990291713,0.5221333762574604,-0.0036670896679247434,-87.17280694507039,512.2724717429677,-5.252183019351705,51.597454963849515,3774.908227734491,3706.8779026472503
2.9190435849660066,5.561040983392783,469.84980956808243,2.9124638737332282,0.2046593361770324,0.000293149392798494,-34.689915538223346,454.22767566666187,2.1155206930618093,22.83507454751951,2452.855067560318,2422.677391161139
2.7871467263112497,15.05422589687154,529.6293434474848,2.78711161279837,0.2135910701953666,-0.0016695297325239116,-15.176118489038563,528.7922929993248,-8.325510149435113,20.803595679519333,2407.962807419912,2380.4697941776294
2.7699974483546694,-32.44852895303969,529.4516038232191,2.6295628397115967,0.6774311501965344,0.0031559804542867693,-177.97949741763327,513.945181486938,4.390040910146055,66.88144196723218,4951.1356601630505,4862.74880757341
