rel_dist_x,rel_dist_y,tof,v0_x,v0_y,vf_x,vf_y
-0.40357740229908623,0.8751632514858428,59.823388747071256,2.1918664,30.089792,-22.7610813,16.702486
-0.6764190025756028,0.9829709948994007,72.01745985037296,0.0419034,30.9855875,-27.7105577,10.5987908
-0.5783606100188536,0.8485103612796997,62.241776358337724,-0.8703676,29.5067467,-28.4188058,12.1499943
-0.693637654134412,0.9451947445275503,73.01649812060533,0.2863495,29.9216266,-28.4993168,8.6605527
-0.7332979711695823,0.894146376660601,70.9193074272162,-1.0086958,29.4783978,-30.4399028,7.1746097
-0.264866558498974,0.758283763342137,48.263612275878586,2.0846124,30.4426113,-19.3880036,21.2170955
-0.669903035387797,1.0020896263701378,77.18592954873708,1.8580319,30.1012512,-26.7054868,9.1291454
-0.5909961132016172,0.9535342130078862,70.85439074411295,1.5648222,29.9552058,-26.2443888,11.3461266
-0.7359501419802735,0.9551891972017686,71.80069303981037,-1.1120911,30.8014975,-29.42658,8.9103771
-0.6520758640719395,0.8738953527953643,66.93850232040784,-0.7374474,29.3564372,-29.4295004,9.571502
-0.6364474435497222,1.0103777175270878,78.31336349511052,2.8086923,29.791373,-25.7914358,9.3927296
-0.41191963329559333,0.849333873345823,57.34025143663406,1.1651896,30.2592086,-23.5295125,17.1240744
-0.3746496488675971,0.8444127891923083,57.13607560288005,2.0604415,29.9886975,-22.3012901,17.531437
-0.5070410675170839,0.9643462950255114,69.31265805672778,2.725229,30.1297759,-24.0792519,13.490008
-0.5343249812192059,0.9174981016425677,63.66595239246003,0.3417744,30.7634413,-25.9570549,14.3721294
-0.5805859164315591,0.9293921230426017,67.09666203225309,0.5561915,30.3155855,-26.7069906,12.4364144
-0.6443169369533459,0.8511242084026561,66.16313172497297,-0.7416968,28.8883505,-29.708898,9.2694775
-0.633919487185118,0.8838313814521112,69.53671254737557,0.6065332,28.7922395,-28.4875797,9.0319739
-0.6146063521071005,0.8956623713870188,69.80638753562545,1.0382879,28.8933332,-27.7899073,9.6077206
-0.27438177130084107,0.7846632343847719,51.05091214757381,2.7626479,30.0961984,-19.4391193,20.244365
-0.4992320526634367,0.9069480219621215,61.510042488037755,0.3732473,30.9811939,-25.2743207,15.6150276
-0.4185565633773629,0.821565913368073,56.53910557985012,0.8076035,29.705118,-24.1761905,16.5767184
-0.5859429686154082,0.9520184608779596,66.09760417051534,-0.0732249,31.2748015,-26.6528224,13.5862401
-0.6918704890788128,0.8698692508829934,66.93976765399029,-1.5860236,29.5504029,-30.490541,8.7763245
-0.641316091542974,0.9284271823147006,67.99251177027683,-0.415863,30.4471394,-28.1780085,11.1097831
-0.7077461253539721,1.0127011410662552,78.25753524654766,1.4198374,30.3759179,-27.1980286,8.528045
-0.7266127036844188,0.9367138563899927,72.85242662207489,-0.3964598,30.0085156,-29.3497631,7.947629
-0.5288275247037877,0.9322870475223208,67.83073561192147,1.9275114,29.8404846,-25.2049288,12.900947
-0.41687252520111634,0.9116467029189367,61.98402991172498,2.4762704,30.4864902,-22.6172592,16.5497215
-0.5652947175851835,0.9431222560776241,66.867147840794,0.7272115,30.6576189,-26.1338061,13.2009198
-0.42274994102235497,0.8570082161935932,55.27052987792775,0.005355,31.4099897,-23.9902796,18.4466548
-0.6098367665421109,0.9319833103079173,71.89345845453259,1.6679676,29.259952,-26.9083848,9.9475412
-0.6091601173118709,0.862405254985739,61.775064087754934,-1.8806224,30.2787725,-29.1707764,12.3920641
-0.6101287438752148,0.9161294046192097,64.63771748849041,-0.9975021,30.9053731,-27.9900016,12.7752209
-0.6774905921686183,0.9616119401064136,75.60572908764865,1.424781,29.5731905,-27.6042898,8.3671272
-0.5567707290757609,0.8426002810812881,61.486078804446954,-0.6493906,29.4299374,-27.954106,12.6681197
-0.5139429063976423,0.9440486244000703,65.97999655280447,1.5280539,30.6355395,-24.7989289,14.3409051
-0.4798131430246078,0.8980320662465372,60.785643319709955,0.59918,30.8595774,-24.8587279,15.963032
-0.521594099309743,0.8163289551350774,56.508476394966586,-1.8362976,30.1372331,-27.8480062,14.9835386
-0.5361409417277481,0.8267523376124003,56.21966811368342,-2.4065059,30.6774209,-28.2297537,15.3044477
-0.6321521716637166,0.9138254505720041,66.37821377728503,-0.7694725,30.4602829,-28.373926,11.51725
-0.4477569701162932,0.8715897022443114,58.85539725026237,0.7542587,30.5781114,-24.3405933,16.5595289
-0.46272784427738906,0.872176819558141,60.871569579716024,1.1743543,29.9487364,-24.6484286,15.3050961
-0.6966184371605363,0.9434439549707146,74.5388669132965,0.7868541,29.53282,-28.3989338,7.922798
-0.6735005826194577,0.8812367173749125,65.58017402388994,-1.8265271,30.1042553,-30.0553805,10.1299592
-0.6759913126286161,1.0110354633204028,77.12193756606544,1.6660562,30.3688958,-26.7161724,9.3539934
-0.4371553461398304,0.8108461350676043,57.32658088142217,0.7055754,29.1592136,-24.9103341,15.5439462
-0.48005597806674255,0.8898984658485718,60.9859567006389,0.7137252,30.544142,-24.9536097,15.5885249
-0.7477808261974566,0.8764650933543027,69.91204524985591,-1.6056246,29.3971086,-31.2003675,6.7333759
-0.4632336056425367,0.8298345352678653,58.616725969403866,0.4845812,29.4422818,-25.4346411,15.114026
-0.4894824471077454,0.8409310676891533,60.869353505800724,0.6988316,29.1583906,-25.9357418,13.9293158
-0.3393155334073641,0.8505075808723948,57.05181206297026,2.9069429,30.0468234,-20.9884644,18.1800155
-0.4470950646556301,0.8793652283069174,61.331651011357835,1.6841815,29.9163992,-24.0194302,15.5002083
-0.7130380169018133,1.0322610961489995,77.89471505266079,1.0787412,30.9452738,-27.0850698,9.2289893
-0.7091826467164896,0.907221111334209,66.8309092781771,-2.2572089,30.7186182,-30.3294089,9.899923
-0.4049335929747982,0.810634398532415,53.23431735983762,-0.1631298,30.6257815,-24.1003767,18.3131247
-0.6449775723120816,0.8957349510861942,63.48979425931703,-2.1686624,30.9397259,-29.4046296,12.1351633
-0.45479642953534094,0.8864572253469495,64.21159281734586,2.5153149,29.2134755,-23.9654226,14.1878397
-0.5206983265893482,0.9834089340020619,68.5203939974691,2.0670158,30.9559969,-24.2631716,14.2613833
-0.6294751869979263,0.9743152646285307,70.64298567892119,0.567985,30.8101505,-26.9137062,11.5735129
-0.6590662871124173,0.9097970184807839,70.39399850077949,0.2437206,29.4339636,-28.5843994,9.1274834
-0.3620367723079008,0.7977497494082755,53.52685286215876,1.1977778,29.8423165,-22.6106099,18.2201645
-0.6282627981212375,0.9508974142476027,68.51361753066206,-0.0647798,30.7995248,-27.4645324,11.8037114
-0.6236485235429418,0.8873138276186273,70.04462742770507,0.9885678,28.6778374,-28.1205793,9.090318
-0.5542746202019765,0.8465438046268595,61.127464390473484,-0.7648654,29.6496307,-27.8608708,13.0245981
-0.6650205886292885,1.0532606964200044,79.29591484921191,2.3285322,30.7445071,-25.7211121,9.9397726
-0.4636578751192518,0.8687154812115913,62.214427377076575,1.6790885,29.3926057,-24.6170614,14.497313
-0.6696168100333983,0.9855714257067505,72.27552993308836,0.2618769,30.9319733,-27.490158,10.6632271
-0.4207396445618038,0.8162299735534786,53.48067245548266,-0.5175725,30.7927192,-24.5983527,18.1578613
-0.5847040554079964,0.8893087306293579,64.85931976811545,-0.1745557,29.9095226,-27.6554965,12.1323717
-0.3484284552729666,0.8357316325826936,53.52160450522638,1.405751,31.0880051,-21.6614967,19.6553137
-0.46565299874380356,0.8314566216490187,57.66722503291406,0.0233273,29.8560609,-25.5842578,15.6503758
-0.5568912038363878,0.9390376344674911,66.69164127953603,0.8689958,30.5454302,-25.9811376,13.268122
-0.4508307725785879,0.8720942402131978,58.44732966791542,0.5121234,30.7659868,-24.4726761,16.7626427
-0.639214336406488,1.0033568179098515,72.13698567285203,0.7350313,31.1965392,-26.5798015,11.7082099
-0.46955232134720143,0.8551089624733215,62.358877642003975,1.666744,28.9748427,-24.9774099,13.9166142
-0.635531523918985,0.9867662935992498,73.22985961786854,1.2909283,30.4677262,-26.5946462,10.7501687
-0.4254656950711083,0.8980677819759924,60.820663958497434,1.9187505,30.5430371,-23.1300654,16.629269
-0.5773917469681331,0.8333661580478364,58.474814310728554,-2.436513,30.3122686,-29.1494649,13.6306397
-0.4075945706328438,0.8359673469851653,56.41728714621907,0.9733306,30.1661278,-23.6143179,17.2591532
-0.6633519118374156,0.9080915313617701,66.21124913704047,-1.4991374,30.5784628,-29.2837509,10.9322436
-0.4377835217988486,0.8325962326445453,54.25226191666375,-0.7213552,31.1073663,-24.9375379,18.0375693
-0.7008318393546407,0.9289818390338587,70.78665381134148,-0.6018097,30.1383257,-29.1995229,8.9680595
-0.652832621428859,0.8903637924239199,67.07199778837608,-0.8022247,29.7715924,-29.16781,10.06691
-0.7036810971812902,0.8873966678968633,68.36170609962686,-1.3657639,29.7254631,-30.269635,8.5540641
-0.6278785107264363,0.8609142262714552,66.71819060742287,-0.217123,28.8834496,-29.0424613,9.6220009
-0.5644824612849774,0.946688781129197,68.87119803807781,1.4569035,30.1537406,-25.8612394,12.3867105
-0.37088444832164175,0.8450892933369606,56.40169624429003,1.8773642,30.2842081,-22.2022565,18.0098118
-0.6272424069076693,0.938946566508221,66.0722571478258,-0.9327798,31.2039787,-27.9251271,12.5928243
-0.6031784082721252,1.010271523649603,75.68871610967797,2.6164778,30.1887461,-25.3117069,10.87755
