rel_dist_x,rel_dist_y,tof,v0_x,v0_y,vf_x,vf_y
0.05678108963060868,0.8560314234344828,52.38674788605637,12.4986309,30.9011447,-6.0216336,24.2653305
-0.4905408585361315,1.1130857285352647,70.33029582929261,2.6482755,33.5847615,-21.8779999,17.6351665
-0.11553035001125647,0.7451170255939359,69.75523246220827,11.6996597,22.0560621,-14.8970971,12.2138449
-0.09669639677219004,0.8746989632307548,62.45722975134049,10.217758,27.7927794,-12.5392959,18.4649671
-0.35213169752901424,0.8091749556464723,53.20534222568576,1.2915805,30.3294217,-22.120517,18.9117497
-0.21912635605272685,0.7991145842555659,57.95120059730656,6.4413839,27.5101229,-17.2165034,17.4099123
-0.3154898666887154,0.9596683350636026,44.36201752669909,-2.006731,40.9989571,-20.038309,31.5880406
-0.5515207107070768,0.9164189433681958,79.97538243449048,5.3965133,26.6419769,-25.1873208,7.2650239
-0.6848357107704608,1.0852355080768532,71.53196927499924,-0.9135286,33.704718,-26.6862264,14.0829419
-0.6806233700982295,1.1127283164211903,76.25610157194413,0.697738,32.9747083,-25.6659503,12.8441508
-0.42038883492052,0.8502088701559527,77.31601881583096,7.3519508,24.7105489,-23.0371064,8.4027817
-0.35436807507437124,0.8789815353592978,74.18928150882354,7.6028664,25.7396321,-20.8522312,11.1261996
-0.7184162077896119,1.0630640720780833,74.29754112766712,-0.4673268,32.6106323,-27.2745513,11.6849878
-0.5684613271138002,0.9130741553004337,77.2937338625255,4.3297269,27.2352011,-25.7807112,7.8648251
-0.710109547447193,0.9399072697503106,52.70607586693165,-9.8034105,37.0903543,-33.1265519,19.6012959
-0.42978208564277504,0.931589116997541,45.668483418674086,-5.1738348,39.3977764,-24.8274164,28.2259137
-0.7086323110457019,0.8603740123370233,44.2742784264089,-15.3954679,39.1047848,-37.3401647,23.0947411
-0.360341200299387,1.0324133186948123,68.84630475310756,5.3426681,31.2668228,-19.3224413,17.3553907
-0.5076939572970987,0.9171797295682886,46.392775948970424,-7.3040897,38.7239632,-27.9525283,26.1855298
-0.5425576545973043,0.8453435485310393,46.096967562699575,-8.2941185,36.3300271,-30.2767618,23.0160441
-0.14603471208489524,0.7880417784261551,46.11130111923459,5.0349307,32.3629198,-14.0359146,24.8071176
-0.46937396234908235,1.0942886364833955,57.32793675745444,-1.4849315,38.2843623,-22.7822302,24.770101
-0.45928288318269883,0.8284596133612836,74.4525096470873,5.9808795,24.9913859,-24.4745079,8.2380567
-0.19545302062558362,0.7699347820397413,48.89451726686748,4.4124986,30.3038405,-16.3565213,21.8492901
-0.2946125655755833,0.7719662315420536,53.76891571641258,3.2370422,28.5407303,-20.3068946,18.0049868
-0.7089096345501988,0.8220395908635817,58.919276719181475,-5.4511626,30.7620792,-33.2268808,10.7773425
-0.43841267722655547,0.9151766501007403,56.42516047924375,-0.2037912,32.8962637,-23.7287405,19.5380795
-0.15116356342673995,0.9253556952920728,75.40616693299756,11.4428648,25.6605841,-14.654032,14.042208
-0.48604465266331426,0.9353554200184709,45.66424315032137,-7.1023737,39.8140472,-27.0777869,27.8235164
-0.25921623827070744,0.9709681177756181,66.30185173752135,7.0958465,29.9372803,-17.0211332,17.8488403
-0.54284467461014,1.0550929356490446,57.06821960103786,-3.3813164,37.5857376,-25.4983378,22.8664008
-0.33229620835633916,0.8210750621642833,40.28051578303115,-4.240238,38.441997,-22.5967166,29.5796479
-0.36032197921772424,0.9882887439533229,48.922680074705035,-1.5082686,39.037004,-21.0267113,28.2784
-0.20332515746886157,1.0415673207072766,65.24251947961949,7.8005569,32.0535467,-14.6913879,20.8069965
-0.23016735536187408,0.740761979823448,44.69980825251095,1.8587518,31.5769814,-18.1378245,23.3997374
-0.34085882104949766,0.852465041192012,40.67873253234021,-4.4588807,39.5388644,-22.6488143,30.4798546
-0.15967992756028165,0.9527319879645071,79.65774011366149,11.9614385,25.392783,-14.8701421,13.1314974
-0.3223776941566855,1.04085599610899,48.81178291643051,-0.55506,40.8758537,-19.1570369,30.6618348
-0.14883376225186135,0.8450619948847147,78.4141812584549,12.3390963,22.9646978,-15.5641865,11.3146499
-0.20760952794479376,0.9808963968058939,54.62491174914119,5.1198856,34.8685105,-15.1404752,25.0693792
-0.14548006904041774,0.7209268033308545,54.97005305874257,7.7863972,25.7333524,-15.0369096,17.2742189
-0.14523190365468278,0.8114372237861679,43.51599597419993,4.1630335,34.9679362,-13.7506997,27.7237082
-0.10803391119975538,0.8917154887318165,70.51071028454884,11.4806134,25.8567969,-13.3758552,15.4345606
-0.41283603965643195,0.8979804517783502,48.30429466686016,-3.0845838,36.3261039,-24.0119725,24.8397793
-0.24135710133236266,0.8855192092412656,76.55577328795286,10.1906684,24.7931704,-17.6521052,11.8102966
-0.2779253393603208,1.0669482929256633,77.75762424927497,9.0139419,29.1497235,-16.7619473,15.3032018
-0.18104595238719323,0.7198474026832402,44.23014225821019,3.4265437,30.8285142,-16.0801395,23.3677725
-0.7038726003914539,0.8379115331683327,62.80791684744256,-3.4941432,29.9442557,-32.0313595,9.4050464
-0.15700515401926093,0.7380580084854563,67.30644204941356,10.3939367,22.5977702,-16.1511246,12.4790719
-0.357796210286124,0.8313709404588792,57.071960713453564,2.5254106,29.5073303,-21.8627815,17.349632
0.01839629420123775,0.8397359757359173,57.76199474765043,12.2807328,28.0713982,-8.3291582,20.5818904
-0.07656123895300254,0.7957029436873021,79.99870671266103,14.0055412,21.1366848,-14.0958655,10.5648582
-0.45662767554994005,0.9063659446136302,52.95701354855706,-2.1858357,34.3093482,-24.8833868,21.2612674
-0.40107002951988996,0.8887375616553799,65.51832637422653,4.1336123,28.5693304,-22.2358794,14.3353996
-0.048522519995825596,0.9873745176651488,49.72535841905407,8.5290882,37.3791044,-8.9681101,29.8557895
-0.04799695020842698,0.7939193293002045,75.00337858999124,13.7235112,21.9642924,-12.8085081,12.2309041
-0.04686271057620529,0.8049518173065521,56.33302531379279,10.4356834,27.7026287,-10.7543175,19.8541706
-0.44656365063429676,0.9189916322451193,47.60256452247964,-4.6175827,37.7051485,-25.24443,25.8776255
-0.6616471460016562,0.9169992543033113,76.74083014665864,2.3870729,28.1311298,-27.829661,6.7334129
-0.446756563206565,0.830324299529258,65.17930025783491,3.3167538,27.2540601,-24.437403,12.1612883
-0.6162041319067938,0.8656292934951313,46.1102576391657,-10.8416714,37.5346206,-32.9344731,22.9240193
-0.45913070406127304,0.8362995517513486,49.05293863362287,-3.8609646,33.8432501,-26.4091428,21.3790565
-0.4916995934587697,1.0432532046134786,68.60106028839306,2.4084851,32.3450071,-22.7837319,16.3826992
-0.26502706591968683,0.9355709258810633,47.60125053141181,1.1800814,37.554183,-17.8424222,28.1853844
-0.4848222143124394,0.9357415919244951,76.5071647077279,5.5186504,27.4065428,-23.4869533,10.0121925
-0.5010856031122553,0.948516111039638,47.92846158466055,-6.3287024,38.8707267,-26.9847751,26.2133237
-0.09580454681520605,0.7709122684644181,47.42745257744862,7.0992257,30.7909336,-12.079461,23.6312621
-0.6347315366125428,1.1252586835214347,64.42528056459136,-2.8246392,36.8946098,-26.1493588,19.7182231
0.048250234787718886,0.8506750341949579,62.685380978957205,13.6961115,26.5238885,-7.9056659,18.7723048
-0.11915260625993251,0.7930661908382791,77.95783677950344,12.9608049,21.6230686,-15.1983717,10.6707097
-0.6318805229802665,0.8719058881169743,70.6575026857858,1.138723,28.1815237,-28.5063549,8.1916271
0.0011713529629249666,0.8978235391895908,74.59558769211212,14.2348137,24.5667587,-10.4674922,15.0023428
-0.6785491668335858,1.0822050588073424,72.63520687009515,-0.3561279,33.259593,-26.4292418,13.5345392
-0.5115154530287007,1.113080496767292,69.08926831716298,1.7938719,34.1212208,-22.5135538,18.0383883
-0.23421599694255535,0.9685347335525651,65.75140811328578,7.5155517,29.942872,-16.2773597,18.2768078
-0.11466330911271774,1.0102963945892154,79.39029727863674,12.4847276,26.6482125,-13.1431337,14.894665
-0.6667112659091557,0.9711183891203701,76.08006425556826,1.7382543,29.6084115,-27.1886994,8.6367004
-0.5318874429983319,0.991700700108406,67.69034908291704,1.492275,31.5037911,-24.5308979,14.7743706
-0.03971084730306727,0.9634819987145292,53.63258393160201,9.6453185,34.2315298,-9.1515728,26.3371383
-0.1802648561147394,0.9679783109125235,77.62659621609598,11.1663275,26.3202251,-15.1692872,13.960969
-0.4187807978694799,1.045217727396656,61.83525785364071,1.7529078,34.486479,-21.2282612,20.7927831
-0.2660947951627983,0.9504546699594916,45.286507056972354,0.156986,39.74539,-17.9312329,30.742979
-0.06774198155693403,0.8734172017881475,44.34597295255385,6.9759101,36.7074762,-9.9587158,29.9315057
-0.33743279583083524,0.8913722237510076,50.157167488846504,0.1227854,34.6751966,-20.9092741,23.9528051
-0.29689023525134095,0.7944148415382379,67.72384696297993,7.4166018,24.7259359,-20.1413522,12.1308058
-0.1685259855463958,0.9933541167059279,52.57096351719926,5.5975155,36.2579954,-13.608392,27.1791044
-0.32055210282800894,0.9642230224970355,57.43569226764634,3.0446783,33.442881,-19.1495263,21.7778076
-0.4179110286133236,1.0536363774486965,59.27622861852304,0.8102077,35.8435463,-21.3332218,22.6083402
-0.20726973420992473,0.9949380880501797,51.51989439382098,4.1402006,37.0612012,-15.0221025,27.7138867
-0.6491724233422074,0.8781253323205822,47.17190771391975,-11.2486667,37.5626541,-33.661442,22.1289456
-0.5029124920152295,1.0703132406787752,76.07433931577316,4.350105,30.8902598,-22.2543151,13.6864703
