tof [days],m0_maximum [kg],m1_maximum [kg]
126.5759655982256,2890.256241330161,2723.1743856988624
129.28326591622292,2568.214168106544,2397.585448642893
170.54732408758767,2545.2958684182604,2320.2134204791223
188.38936501703589,2524.37561732522,2275.749847128164
138.04954067351355,2105.8831204551025,1923.740893075561
167.54812455242055,2971.663241857936,2750.4932746421264
148.0461667651616,2779.954649114239,2584.5425388307012
221.81200094598893,3035.565013945072,2748.9968725116
220.83963361424696,2963.0269485650656,2671.517453443925
233.87895800996927,2757.221130072852,2448.5288173730555
80.8915320066589,2197.889446134858,2091.150078453258
269.26115241622034,2941.2969087225506,2585.8786616090997
177.43619140284125,4016.4823723130216,3782.188555819664
213.37005509936668,3148.8013445389065,2878.627727776295
142.78472849282858,2870.951666567485,2682.4763855869614
175.5061467591876,2901.800805049601,2670.1342732293347
215.17253133424668,2813.9429941881576,2529.932346143643
192.57192652889344,2584.7534675471165,2330.5994232235794
60.00243085101885,1952.439804255659,1873.7816108400095
111.93009892234092,2278.6109150887037,2130.908390160963
202.62888337722683,2821.334776912266,2557.9112882370655
104.030256017737,2565.2433139120008,2427.942114199366
182.0956395567991,2474.445181781156,2234.1312820361672
54.425120627449466,1918.315048276314,1847.0132171249636
258.08586240347347,4586.532899644284,4245.713598193187
250.10492857493284,3923.530888686822,3593.2945829939467
172.7460997040319,2656.4949691765705,2428.4960173519394
129.78931871606676,2318.3743732640983,2147.104069216882
63.51983663564863,1667.486950569576,1585.5481824842057
203.32354695092343,2040.323434800415,1779.6504092269995
129.25418518201337,2041.8064445038613,1871.2787347960657
160.4511151983465,2679.394030786342,2469.070943123178
91.272915598056,2848.1995093396977,2727.7187622103106
187.0278332903544,3198.095813538222,2951.1925094023104
176.5722275213194,3621.346720866948,3388.215865415059
145.22270217167517,2695.0620334080218,2503.3858554926496
172.36328555857474,2781.7864478163956,2554.2789403864517
174.88006010743268,2931.894208259114,2701.051790493913
289.63434690951556,3424.1217365292487,3045.5952284858763
167.09908319212266,3958.4569135267225,3737.8149675131463
102.92104877137167,3482.118651090067,3346.2375850008257
168.99109606412827,2858.7232276076943,2635.6601279373403
216.28580325456304,2305.7278042451926,2020.3301607666092
104.4900685664034,1640.120975615603,1502.3768332897366
109.80636213111558,2212.70186995788,2067.8104004522456
249.35158899213965,2941.727909290979,2612.587980002383
154.6056448068271,3372.699442162137,3168.585668245846
187.8901549323782,2957.3627288187695,2709.343460045173
225.11808492734428,2885.805132837299,2588.6587535443573
144.1879815894498,2823.9450853821586,2633.622586840049
162.4459193869917,3226.315283789945,3011.8598489141564
172.08503032516452,3517.677756044678,3290.477386435417
290.7678536468301,5283.702086529465,4899.694048164062
186.35499891443772,5111.429559408223,4865.318163872022
209.79295789444544,4696.6638479599005,4419.6138811514875
204.02481884152837,3130.553628323891,2861.220029537973
177.4287134634793,2960.564280700838,2726.3530787346936
108.04046670970348,2764.789871955469,2622.181628706159
160.560367485377,3260.9189324806257,3048.951304085661
203.2071080713354,3076.5269452856883,2808.277845342187
231.7603728980617,2812.4547489481406,2506.549832465866
179.77917598170467,2579.7145442853016,2342.4454986491705
125.35557783390684,3887.705203156724,3722.1845619751425
254.9947013176133,4619.0020363096455,4282.264270291358
144.7081198247979,3429.251060251141,3238.2006621077053
282.4952119574665,4641.250335133762,4268.19527465805
229.50056953751485,2907.0376814069887,2604.1047865622963
209.8209492249152,2863.744630828343,2586.7908795193725
224.3792716263707,3987.3899798238895,3691.115941616277
192.8673525424379,3981.569691848139,3726.902434913019
83.73432863266494,1815.9970568048136,1705.554415539232
135.57705103038435,1869.9521850992464,1691.1217714247236
117.73385568639806,1800.9544825890928,1645.681598228484
187.21510840121493,1817.072964282292,1570.1750234156618
129.5087634629895,2114.769295310891,1943.8949485239507
88.3225368411948,1811.1449327858152,1696.162530315358
129.7962656484524,2533.8004147066795,2362.4986361589317
207.7790756938849,2516.2471574880415,2242.035019347931
213.03015561445488,2395.365672242946,2120.8425324679883
155.93344394687304,2532.2901795149232,2326.4946107980786
202.92931250162655,3900.3283397033742,3632.380442608248
279.3556838060322,5857.033391221936,5488.092467678533
106.97185321341402,2852.462684269526,2711.259551059335
179.37714995667895,6281.875358755794,6044.990203535514
222.21318928514623,3258.355854350577,2964.999539370656
164.43623672913313,2901.2131076324777,2684.157999402136
150.3010600249977,2985.643435115394,2787.2393439543284
172.5170499450177,2714.917225769432,2487.2139688199018
135.22652550748927,2256.923268748615,2078.4861068548544
98.00323964281384,2411.480719789909,2282.1440633690972
199.3879536658933,2485.3824076209694,2222.2492468654946
164.44059683896916,2440.348171397874,2223.3378392291916
182.6739543976292,2422.498789926297,2186.295558371358
115.97429004741556,2571.399217125763,2418.33434141978
136.60570369901689,2922.004644196864,2741.681918585835
202.87503360534188,2798.814809451252,2531.0349287512113
292.76356884310366,3258.869170995667,2872.382161369748
298.8956077702024,3992.467565701889,3597.8045532068745
273.8372075164371,6060.981214135239,5699.337714712487
270.67398838978255,5054.227428580665,4696.765048798349
181.70557501966,3345.364648102924,3105.4755173975977
104.35173533728806,3569.5486044459026,3436.924891853956
160.94974732506668,3056.1599228000537,2843.6932459607874
233.1107352929102,3217.9270442831207,2910.1892598616155
154.35027017898392,3167.5138181311595,2963.750684068405
130.477780870831,2496.2892792138264,2324.091323824042
221.1097873104302,2874.4295609291476,2591.686532557048
134.7372574695983,2674.387720012187,2496.552133216749
134.7848452335747,2612.132213312079,2434.2395581352343
109.2814388649131,2651.9610476459993,2507.7234754234487
262.8705539168878,2923.089006750733,2579.454413059991
200.52477543645375,3132.5589473690866,2867.845787430094
189.78377048982665,3619.8273658333233,3369.2548591331706
189.59819714898168,3640.541903576026,3390.2128398998266
187.3022652043875,3641.7437306505967,3394.444727823983
75.0230270751921,1570.5759014540797,1471.7054480679049
208.25739090782037,5197.022330996029,4921.983887548753
256.93740615788556,4097.945217579282,3758.673338187492
251.308283297549,3040.9808140279065,2709.2437283143386
82.6072125584175,2099.467380035243,1990.8348021908616
195.0117173338004,2867.5209754691114,2610.113403432963
145.6308425034366,2925.026726076453,2732.791558229944
184.0812105509905,2752.437178522776,2509.468057098686
213.17184041414285,2501.5211768864756,2220.1953919341536
139.84774673011282,2256.0588742391456,2071.5244430916628
83.83750658995992,2100.1682516853652,1989.5498290584717
125.65536695238548,4032.404743128893,3866.482805687425
183.397424044349,4645.658412856771,4405.231505223802
159.62962629440943,3848.2675508398097,3638.4547703122857
140.33038278546883,4024.8342323287848,3839.535647017043
84.78069539241552,1982.6834116974712,1870.834544531525
249.66552302360583,2995.4353407821477,2665.8740944762335
247.9843401208636,2891.952376324737,2564.622894415093
170.9853080990437,2930.157886150622,2704.455528010149
124.68574742638144,2670.2041016517055,2505.6348800141513
119.21767108607308,2878.629693309367,2721.262349670395
214.3185802635272,3144.6953466736218,2871.502614818882
157.64542317675648,2801.544688867189,2593.46079093239
190.2576289075297,3390.6364585036235,3139.455313211611
176.84921780879085,3695.781766605431,3462.28054041117
225.22494983828807,4393.998476383524,4096.584063488131
240.48911711903935,3583.1788324491795,3265.667300118709
169.5493434244854,3410.173252115861,3186.328778347878
201.67040318824,5357.333420356308,5090.992005613186
120.93049773098018,4611.849172164381,4452.149748928593
196.61100322660013,5551.822530420289,5292.162325573468
153.92141959171613,3297.2000281504183,3093.9937800285393
165.58545081084603,2780.198757821872,2561.638729351535
128.54332701723584,2343.521642728611,2173.8909589923383
116.91454135680428,2313.573185609828,2159.2900305171174
157.19398188701555,2145.494074657645,1938.0882384152624
171.12374223682895,2374.222204987335,2149.4969945513226
192.31133416557,2630.816888608329,2377.000144118919
173.13256804920087,3547.385130598381,3318.7999549392225
166.970413126146,2773.9286245925928,2553.539802168254
214.54932640415788,2696.113826194324,2412.9416961144707
142.832877496825,2327.577637177193,2139.0931118108274
145.53436785259683,2380.5218987035983,2192.6024024824037
209.7047193751932,2783.0755094091996,2506.285254480257
153.72580886782097,3571.305399747631,3368.3407109859013
259.0283911848527,7391.259174846013,7049.350640285964
183.629621210508,5375.985719937766,5135.566507621098
249.41799210976777,3432.895241431027,3103.6086346612437
234.96284521813476,3199.4894618345756,2892.891804502969
208.51905063285096,2448.8764284703357,2173.699962826274
131.20384377929454,2273.8585500588424,2100.725717951478
183.24866136682925,1968.6138863521708,1726.8800335062876
103.58934671398308,2724.4563161146443,2587.7294389996314
144.6108671297994,2897.7666312011183,2706.8802933895827
165.27040836254304,3108.680707524231,2890.507314734376
259.43552821424237,3219.9297558684584,2877.44281203605
120.94637916504868,3050.784739358616,2891.1241189594343
184.65101912090188,3729.1429989895214,3485.339942225465
235.3088763082633,3638.6404106598575,3327.961846935923
174.27350670022128,2930.119951389511,2700.0774458367982
196.11608779653017,3308.905055442998,3049.9952162224336
195.76905351669137,2876.5507328706426,2618.141619083635
145.86092641482506,2467.4206879396056,2274.9248307254747
123.89336287726503,2556.4793922683953,2392.9644855524416
102.67676066819676,2067.6913927558703,1932.220585804268
173.11186967634458,2632.539997713117,2404.061430946964
90.03088647086359,2047.6838285365336,1928.9016621146015
168.02760597408653,2305.697919825683,2083.9721801951437
168.4181794214892,2557.32070044045,2342.3979140462575
212.61967453479883,2655.1031087257447,2374.481882427328
129.5735998283562,2466.0905019626744,2296.9464280294715
220.64027815111336,2583.8079317072816,2292.6140354812924
248.7013799053239,2876.502675282683,2548.229389687996
197.51087685835947,3406.3889467934005,3145.6292740869044
298.0886006625949,8514.57737855536,8121.5725679098605
135.69433204205444,5070.983674906261,4891.7779584495565
157.8074214977531,3401.6629496284695,3193.3193383722896
180.08067706528567,3182.5555994128363,2951.426157593329
101.82752339259532,2375.941216194889,2241.5608112442837
244.8223221515222,2631.3111230586605,2308.1996680189545
201.15675721025,2606.8675776354694,2341.3814964517996
165.71946221102567,2422.611913856675,2203.916128240065
62.81772343149333,2266.0455439511793,2183.238947845902
201.7921105766146,2723.7656958545285,2457.424780860881
158.2125342681539,2727.146576581406,2518.321497662239
130.15254819492833,2760.8296516271507,2589.0381107278777
233.9651820520884,2784.7664459607818,2475.95624739802
170.78883492690508,2511.938052140112,2286.540979345978
162.04972253224693,2469.832819102538,2255.972553149515
77.06001772507457,1812.630275669082,1710.9890042541233
297.3839978479517,5306.412637273952,4913.666962276738
247.8581398639944,6970.593547661717,6643.352974475577
183.5830509535732,4849.198275847983,4606.754523408592
209.50543251769005,5566.684561187544,5289.9949615641
155.91876854682027,4317.483049468839,4111.589193546388
204.38436513327153,2972.931825533291,2703.1405526979365
225.2004726161547,4112.757469733567,3815.391341753364
97.98540631032638,2123.6876167974942,1994.3999623097209
165.14471516592263,3728.575476807799,3510.526958849633
119.9780813428079,2898.099301754905,2739.7280083184232
213.46852235291595,3097.137086456712,2815.341453769287
109.21734222023947,2706.1045912289023,2561.947790822401
242.52100102805707,3215.8961020250154,2895.7365932607995
150.0323361306654,3586.611421107974,3388.5234196771594
153.11782895810035,3656.556856997179,3454.390012598695
156.90171126453782,4078.404728704967,3871.221860519318
266.01698173655336,4365.696125723559,4014.4176209545017
249.48171379421515,4515.025783387138,4185.573087152444
220.76996503261032,4347.672982986944,4056.1428474165177
220.44653237408815,4181.964748279613,3895.872802201524
136.4835940446498,2894.6351248797264,2714.475478230453
139.08482948226452,2462.960071833002,2279.40650813878
171.62966435603448,2415.477821507111,2188.983162797461
67.18029352786829,2282.173799996542,2193.607708031913
194.4669526664371,2771.4426988124337,2514.7650441037767
144.48343648027375,2606.3966503353586,2415.70424353297
250.8773256054046,2719.7796090968764,2388.6594671514304
115.1206958316615,2549.52070863139,2397.615288332093
164.4928960639955,2429.646652487031,2212.569077493482
181.1205489504065,2222.9243505810687,1983.9387128489263
107.42031772332832,1988.6202185619843,1846.902104277746
183.4277880497103,3804.0281392031175,3561.834676134152
180.24416851467672,3782.3755098532847,3544.387997505993
181.8955747525905,5663.720060975992,5423.494735170021
181.68709039123524,2564.0480600750243,2324.261262444196
202.81784395805107,2178.7720923176903,1911.1686654445243
219.3685315845066,2883.7177465490745,2594.159233836824
112.0214685691614,3145.452832068346,2997.568032169158
227.2975212689053,3300.328077396525,3000.2555240765014
146.02708713160246,2913.654183330452,2720.896509417095
169.6248730824731,4459.858899735712,4235.861046493605
171.62050372881646,3191.642745540269,2965.078974874658
198.5086464835477,3554.364853755874,3292.2771672966596
139.22396787927568,2871.6496502600817,2687.875203371398
164.43174927173095,2856.89633176669,2639.851232493427
171.00772747432345,3034.918918741936,2809.1772949709057
208.7004675664212,3056.806005255231,2786.3650713096044
188.1750755172835,4556.078771825028,4307.58068525615
247.2515077264689,5241.1061859302745,4914.56827254668
262.4969224249506,5757.1704398219545,5410.494635071589
138.2677263499207,4755.816055540628,4573.217389734724
197.04535854286215,2765.9895646594,2505.9081532911287
203.21066885231977,2821.0923629102203,2561.758550082047
203.49141312390609,3092.097714598071,2823.4716304540007
138.37978449887282,2871.6923019757332,2689.0323284438327
160.87406361523634,2438.839172716519,2226.535059894344
161.51733511016948,2483.3209340450026,2270.161779467223
237.63626067806032,2924.0347451136654,2610.3593798621696
293.14731249052414,3811.896926678135,3424.839824513233
173.92154806385946,4123.101733089217,3893.4437985847353
67.77480456217761,2728.1857931268987,2638.728108996296
217.70608688556237,2744.473076128825,2457.126181126303
124.85066997917605,2441.03861120331,2276.272372733583
119.80810657369132,2492.849036657432,2334.7850400183875
125.02278638507433,2643.175724698574,2478.1643533346264
176.05151030817055,4127.68353743577,3895.213747625672
151.73773384327075,3519.84731055612,3319.5100968183788
74.55829493081524,2542.506254920157,2444.1189563051275
187.6048192631285,2475.051652309712,2227.467611651383
118.1390224787169,2165.2045510343346,2009.3223271859688
137.79807081908794,2234.850940236805,2053.021372686814
175.18407864305493,2718.251119982055,2487.0294426514392
201.10274163355663,2624.986579970063,2359.5691631857644
129.6872459828082,3789.76425695588,3618.52816214807
135.45396873807474,3520.649320026384,3341.8114531539836
177.11240410251787,3366.355376590103,3132.528106346039
208.34165264457977,3849.304672262074,3574.2141151516244
130.46269165426204,3786.0468596537785,3613.78706054256
164.39141117314293,3228.9303698208105,3011.9075404132664
106.28178496290644,4342.078453920512,4201.955342953951
70.21914474056446,1848.193850647936,1755.571514424773
126.02327034312454,2445.4376844104054,2279.1223954715724
174.36432933647302,2281.8768891683676,2051.8016436772764
74.29168971805504,2051.6788561354215,1954.0431539115204
146.62443732732152,2399.743735228435,2206.247398156524
194.89571002028237,2372.6789375991034,2115.49305783371
182.01181624557708,2395.591232667016,2155.3996988033564
209.47610713914025,3188.0488425425083,2911.51476721684
182.97273886443875,2775.8032809441356,2534.293934449553
147.520850637018,2724.5318149789055,2529.818189533327
246.45556638318536,2657.344847595007,2332.070233737138
165.64036346289504,2574.5725067838166,2355.96258835366
133.16474234328777,2515.098683464028,2339.35161241338
185.95026140029935,2659.0414820399415,2413.6168151290826
222.3620248367517,3597.4127240329613,3303.8292305236732
123.43738670943983,5560.570209913029,5399.363002064826
70.84169256099243,4608.424739489805,4515.155055190759
222.7375128741258,3450.384126913675,3156.3177802476757
59.56283195484177,2475.297724627297,2396.709006296404
166.1014850655045,2664.7960188306292,2445.566160606323
164.3840212626525,2554.5665482836093,2337.6168514819697
142.31789696236973,2314.792181608333,2126.9886391521277
71.73120831871333,2130.100837933415,2035.7009254255545
101.5218567612828,3322.5437397842556,3188.511837886491
83.3345524064644,2738.0945609333507,2628.099978501244
203.80338303540344,2786.187757106285,2517.1845941869915
125.26665707708156,2666.166212127346,2500.83075806867
132.15069351558475,2677.8204964698743,2507.9061707912374
246.38214372258523,3706.565804752167,3381.26145364182
236.243198585682,3963.6106294163496,3651.672613120778
211.86597964106497,4375.627736338037,4095.853138964573
281.89595720307295,4956.944867066615,4584.665107732139
239.83007875230385,2796.3381460179353,2479.7868756458533
108.09438259573604,1963.0460232548908,1820.44341588678
126.79462417650272,2011.9383867907436,1844.6596182186536
228.2232126663287,2035.8906483255696,1734.8153428717762
147.54884019563954,2079.7818568849093,1885.1117572177695
132.74447080730107,2292.2508989076105,2119.2488046356475
